Excitation Force 1.sway heading 180.0º mag
ω [rad/s];Fexₘₐ₂ tanker(Wm.o) [N/m]
0.300000014666746;0.319177633303988
0.349999961406977;0.172708497480575
0.400000083217654;0.100681504514062
0.450000129429741;0.188860660494537
0.500000024444576;0.259715913240787
0.550000158191906;0.260243231521262
0.600000315812554;0.191451214578487
0.650000062813167;0.09080199649822
0.700000078785798;0.092922728690645
0.750000036666864;0.154456309015662
0.800000064576116;0.146504618734775
0.850000082140296;0.06698868090026
0.900000129943923;0.056879408468575
0.950000182522204;0.105961220999375
1.00000004888915;0.0643561705352825
1.0500000011998;0.0315135194880887
1.09999993122876;0.0730235702368025
1.14999987319435;0.01902503240911
1.19999994407542;0.048199464100375
1.24999981243187;0.0276870543889363
1.29999985665448;0.0327218684231338
1.34999980816937;0.0187939109980737
1.39999984562791;0.0293122521438688
1.44999974780478;0.0104299555255087
1.49999971523516;0.0278062287223963
1.54999959473247;0.0178802210045812
1.59999951799738;0.0203559129842425
1.64999960797701;0.0247316696341925
1.69999924436534;0.0137904686823925
1.74999931962311;0.0171251486715138
1.79999922856411;0.0197784562443125
1.84999911880442;0.008428512257249
1.89999921594597;0.00753802788675125
1.94999897806668;0.0166144963023812
1.99999914284901;0.016611510912955
2.04999895828657;0.00901803017149738
2.09999930052653;0.00660003963783762
2.14999909567183;0.0108526846579025
2.19999947730268;0.0111868974963987
2.24999903570513;0.00972070037609038
2.29999890445955;0.00882774024325025
2.34999901154827;0.0081221690844875
2.39999897141881;0.00666951980212088
2.44999850157145;0.00468083228868238
2.49999912750478;0.00268719928164887
2.54999921151609;0.00131667434322638
2.59999863742224;0.00134610103529825
2.64999812619473;0.00246588140700125
