Excitation Force 1.pitch heading 45.0º phase
ω [rad/s];Fexₚₕ₅ tanker(Wm.o) [rad]
0.300000014666746;1.91986217719376
0.349999961406977;2.11184839491314
0.400000083217654;2.28638132011257
0.450000129429741;2.460914245312
0.500000024444576;2.65290046303138
0.550000158191906;2.91469985083053
0.600000315812554;-2.96705972839036
0.650000062813167;-1.91986217719376
0.700000078785798;-0.785398163397448
0.750000036666864;-0.296705972839036
0.800000064576116;0.10471975511966
0.850000082140296;0.593411945678072
0.900000129943923;1.37881010907552
0.950000182522204;2.49582083035189
1.00000004888915;-2.96705972839036
1.0500000011998;-2.26892802759263
1.09999993122876;-1.2915436464758
1.14999987319435;0.0174532925199433
1.19999994407542;0.837758040957278
1.24999981243187;1.8151424220741
1.29999985665448;-2.8623399732707
1.34999980816937;-1.86750229963393
1.39999984562791;-0.680678408277788
1.44999974780478;1.08210413623648
1.49999971523516;2.19911485751286
1.54999959473247;-2.19911485751286
1.59999951799738;-0.802851455917391
1.64999960797701;1.25663706143592
1.69999924436534;2.7401669256311
1.74999931962311;-1.37881010907552
1.79999922856411;0.0872664625997165
1.84999911880442;2.25147473507268
1.89999921594597;-2.44346095279206
1.94999897806668;-0.296705972839036
1.99999914284901;1.55334303427495
2.04999895828657;-2.65290046303138
2.09999930052653;-0.383972435438752
2.14999909567183;1.65806278939461
2.19999947730268;-2.16420827247297
2.24999903570513;0.122173047639603
2.29999890445955;2.39110107523223
2.34999901154827;-1.48352986419518
2.39999897141881;0.907571211037052
2.44999850157145;-3.01941960595019
2.49999912750478;-0.558505360638185
2.54999921151609;2.04203522483337
2.59999863742224;-1.64060949687467
2.64999812619473;1.11701072127637
