Excitation Force 1.surge heading 45.0º phase
ω [rad/s];Fexₚₕ₁ tanker(Wm.o) [rad]
0.300000014666746;1.91986217719376
0.349999961406977;2.02458193231342
0.400000083217654;2.14675497995303
0.450000129429741;2.30383461263252
0.500000024444576;2.79252680319093
0.550000158191906;-1.48352986419518
0.600000315812554;-1.01229096615671
0.650000062813167;-0.820304748437335
0.700000078785798;-0.645771823237902
0.750000036666864;-0.436332312998582
0.800000064576116;-0.10471975511966
0.850000082140296;0.750491578357562
0.900000129943923;2.2165681500328
0.950000182522204;2.8623399732707
1.00000004888915;-2.91469985083053
1.0500000011998;-2.28638132011257
1.09999993122876;-1.25663706143592
1.14999987319435;0.0174532925199433
1.19999994407542;0.959931088596881
1.24999981243187;1.8151424220741
1.29999985665448;2.94960643587042
1.34999980816937;-1.85004900711399
1.39999984562791;-0.785398163397448
1.44999974780478;0.296705972839036
1.49999971523516;2.02458193231342
1.54999959473247;-3.08923277602996
1.59999951799738;-1.8151424220741
1.64999960797701;0.122173047639603
1.69999924436534;1.97222205475359
1.74999931962311;-0.575958653158129
1.79999922856411;0.959931088596881
1.84999911880442;2.58308729295161
1.89999921594597;-1.8151424220741
1.94999897806668;-0.279252680319093
1.99999914284901;1.72787595947439
2.04999895828657;-2.87979326579064
2.09999930052653;-0.890117918517108
2.14999909567183;0.977384381116825
2.19999947730268;2.94960643587042
2.24999903570513;-1.18682389135614
2.29999890445955;0.785398163397448
2.34999901154827;-2.56563400043166
2.39999897141881;1.58824961931484
2.44999850157145;-2.51327412287183
2.49999912750478;-0.122173047639603
2.54999921151609;2.14675497995303
2.59999863742224;-1.71042266695444
2.64999812619473;0.663225115757845
