Excitation Force 1.sway heading 45.0º phase
ω [rad/s];Fexₚₕ₂ tanker(Wm.o) [rad]
0.300000014666746;1.13446401379631
0.349999961406977;1.0471975511966
0.400000083217654;0.942477796076938
0.450000129429741;0.698131700797732
0.500000024444576;-0.174532925199433
0.550000158191906;-1.48352986419518
0.600000315812554;-1.76278254451427
0.650000062813167;-1.85004900711399
0.700000078785798;-1.88495559215388
0.750000036666864;-1.86750229963393
0.800000064576116;-1.76278254451427
0.850000082140296;1.20427718387609
0.900000129943923;1.44862327915529
0.950000182522204;1.67551608191456
1.00000004888915;2.47836753783195
1.0500000011998;-2.40855436775217
1.09999993122876;-1.98967534727354
1.14999987319435;0.541052068118242
1.19999994407542;1.39626340159546
1.24999981243187;1.48352986419518
1.29999985665448;-0.122173047639603
1.34999980816937;-1.23918376891597
1.39999984562791;-1.06465084371654
1.44999974780478;2.11184839491314
1.49999971523516;2.37364778271229
1.54999959473247;-3.12413936106985
1.59999951799738;-0.663225115757845
1.64999960797701;-0.191986217719376
1.69999924436534;2.80998009571087
1.74999931962311;2.60054058547155
1.79999922856411;0.314159265358979
1.84999911880442;-0.837758040957278
1.89999921594597;-2.16420827247297
1.94999897806668;0.436332312998582
1.99999914284901;1.60570291183478
2.04999895828657;-2.16420827247297
2.09999930052653;-0.663225115757845
2.14999909567183;1.65806278939461
2.19999947730268;-2.00712863979348
2.24999903570513;-0.593411945678072
2.29999890445955;2.35619449019234
2.34999901154827;-1.62315620435473
2.39999897141881;0.750491578357562
2.44999850157145;-2.96705972839036
2.49999912750478;0.139626340159546
2.54999921151609;2.32128790515246
2.59999863742224;-1.50098315671512
2.64999812619473;1.25663706143592
