Excitation Force 1.roll heading 45.0º phase
ω [rad/s];Fexₚₕ₄ tanker(Wm.o) [rad]
0.300000014666746;-1.62315620435473
0.349999961406977;-1.62315620435473
0.400000083217654;-1.67551608191456
0.450000129429741;-2.23402144255274
0.500000024444576;2.23402144255274
0.550000158191906;2.14675497995303
0.600000315812554;2.23402144255274
0.650000062813167;2.37364778271229
0.700000078785798;2.63544717051144
0.750000036666864;3.10668606854991
0.800000064576116;-2.0943951023932
0.850000082140296;-1.02974425867665
0.900000129943923;-0.523598775598299
0.950000182522204;-0.0698131700797732
1.00000004888915;0.593411945678072
1.0500000011998;1.95476876223365
1.09999993122876;2.8623399732707
1.14999987319435;-2.82743338823081
1.19999994407542;-1.65806278939461
1.24999981243187;-0.0698131700797732
1.29999985665448;0.610865238198015
1.34999980816937;1.91986217719376
1.39999984562791;-2.68780704807127
1.44999974780478;-1.79768912955416
1.49999971523516;-0.0523598775598299
1.54999959473247;1.2915436464758
1.59999951799738;2.75762021815104
1.64999960797701;-1.86750229963393
1.69999924436534;-0.244346095279206
1.74999931962311;1.46607657167524
1.79999922856411;-2.9845130209103
1.84999911880442;-1.13446401379631
1.89999921594597;0.942477796076938
1.94999897806668;2.82743338823081
1.99999914284901;-1.22173047639603
2.04999895828657;0.715584993317675
2.09999930052653;2.8623399732707
2.14999909567183;-1.23918376891597
2.19999947730268;0.785398163397448
2.24999903570513;-3.10668606854991
2.29999890445955;-0.942477796076938
2.34999901154827;1.48352986419518
2.39999897141881;-2.25147473507268
2.44999850157145;0.314159265358979
2.49999912750478;2.8623399732707
2.54999921151609;-0.837758040957278
2.59999863742224;1.8151424220741
2.64999812619473;-1.91986217719376
