heading,line,cond_num,Hs,Tp,elem,static_kN,dyn_mean_kN,dyn_max_kN,dyn_std_kN
0deg,HL7,1,0.5000,1.5000,Mooring1,158.3237,158.3826,159.8728,0.2091
0deg,HL7,1,0.5000,1.5000,Mooring2,146.2523,146.3477,148.1430,0.2616
0deg,HL7,1,0.5000,1.5000,Mooring3,141.0320,141.1252,142.6000,0.1001
0deg,HL7,1,0.5000,1.5000,Mooring4,159.4330,159.3917,160.7854,0.1417
0deg,HL7,1,0.5000,1.5000,Mooring5,163.3000,163.3182,164.0892,0.0556
0deg,HL7,1,0.5000,1.5000,Mooring6,143.4311,143.4995,145.2315,0.3136
0deg,HL7,1,0.5000,1.5000,Mooring7,147.2204,147.2301,148.7123,0.2201
0deg,HL7,1,0.5000,1.5000,Mooring8,157.6536,157.6273,158.5607,0.0921
0deg,HL7,2,0.8300,1.9300,Mooring1,159.1270,159.2450,162.9939,0.6204
0deg,HL7,2,0.8300,1.9300,Mooring2,146.8584,147.0265,151.0324,0.3945
0deg,HL7,2,0.8300,1.9300,Mooring3,140.9867,141.1182,145.0704,0.4520
0deg,HL7,2,0.8300,1.9300,Mooring4,158.4027,158.3210,162.6578,0.2835
0deg,HL7,2,0.8300,1.9300,Mooring5,163.7585,163.7957,166.2112,0.3586
0deg,HL7,2,0.8300,1.9300,Mooring6,143.3811,143.4263,147.6977,0.6591
0deg,HL7,2,0.8300,1.9300,Mooring7,146.5118,146.4618,149.8352,0.4897
0deg,HL7,2,0.8300,1.9300,Mooring8,156.7942,156.7164,159.3468,0.1994
0deg,HL7,3,1.1700,2.2900,Mooring1,160.1156,162.7523,171.2698,2.1163
0deg,HL7,3,1.1700,2.2900,Mooring2,147.5688,148.0652,153.9057,0.5434
0deg,HL7,3,1.1700,2.2900,Mooring3,140.8669,138.3710,145.7565,0.2322
0deg,HL7,3,1.1700,2.2900,Mooring4,157.0969,152.1251,163.7715,1.1054
0deg,HL7,3,1.1700,2.2900,Mooring5,164.3288,166.3789,172.4158,1.4270
0deg,HL7,3,1.1700,2.2900,Mooring6,143.3001,144.1420,152.5736,1.5561
0deg,HL7,3,1.1700,2.2900,Mooring7,145.6260,144.0424,149.0010,0.2826
0deg,HL7,3,1.1700,2.2900,Mooring8,155.7160,152.6088,159.6345,0.4494
0deg,HL7,4,1.5000,2.5900,Mooring1,161.2522,179.0836,201.0827,4.2104
0deg,HL7,4,1.5000,2.5900,Mooring2,148.3519,152.1750,165.5936,1.9064
0deg,HL7,4,1.5000,2.5900,Mooring3,140.6531,125.3004,145.9071,0.9321
0deg,HL7,4,1.5000,2.5900,Mooring4,155.5562,122.7398,161.5810,0.7330
0deg,HL7,4,1.5000,2.5900,Mooring5,164.9907,179.1785,193.4551,2.2925
0deg,HL7,4,1.5000,2.5900,Mooring6,143.1981,151.6324,167.1495,2.5125
0deg,HL7,4,1.5000,2.5900,Mooring7,144.6037,136.2098,149.1894,1.1968
0deg,HL7,4,1.5000,2.5900,Mooring8,154.4717,134.6488,158.3087,0.6702
0deg,HL7,5,1.8300,2.8700,Mooring1,163.1229,194.7370,234.1476,10.4830
0deg,HL7,5,1.8300,2.8700,Mooring2,149.7004,156.9893,180.4786,3.7526
0deg,HL7,5,1.8300,2.8700,Mooring3,140.4881,114.5998,145.2127,1.1349
0deg,HL7,5,1.8300,2.8700,Mooring4,153.0974,95.7280,159.4145,1.1173
0deg,HL7,5,1.8300,2.8700,Mooring5,166.0806,191.2825,217.1738,6.5407
0deg,HL7,5,1.8300,2.8700,Mooring6,143.3394,159.8898,180.5321,3.5993
0deg,HL7,5,1.8300,2.8700,Mooring7,143.1753,129.7070,147.7582,0.8591
0deg,HL7,5,1.8300,2.8700,Mooring8,152.5355,118.2283,156.7769,0.4991
0deg,HL7,6,2.1700,3.1200,Mooring1,164.5859,207.0982,274.2857,16.7123
0deg,HL7,6,2.1700,3.1200,Mooring2,150.3076,161.5986,197.7562,5.7886
0deg,HL7,6,2.1700,3.1200,Mooring3,139.5699,107.6431,143.6906,0.9326
0deg,HL7,6,2.1700,3.1200,Mooring4,150.6987,75.5884,157.3287,2.5415
0deg,HL7,6,2.1700,3.1200,Mooring5,167.0679,200.6762,246.6630,11.8787
0deg,HL7,6,2.1700,3.1200,Mooring6,143.2272,167.1026,198.0056,5.4092
0deg,HL7,6,2.1700,3.1200,Mooring7,141.8288,125.1462,147.6311,1.4728
0deg,HL7,6,2.1700,3.1200,Mooring8,150.7601,105.6970,155.6050,1.9623
0deg,HL7,7,2.5000,3.3500,Mooring1,167.1739,219.2161,344.0195,36.0491
0deg,HL7,7,2.5000,3.3500,Mooring2,151.5214,166.2847,223.5532,13.5907
0deg,HL7,7,2.5000,3.3500,Mooring3,138.1973,101.1459,141.5839,1.1086
0deg,HL7,7,2.5000,3.3500,Mooring4,146.5859,56.9126,153.3776,2.7074
0deg,HL7,7,2.5000,3.3500,Mooring5,168.7681,209.8344,300.4023,26.4931
0deg,HL7,7,2.5000,3.3500,Mooring6,143.2326,174.3034,238.5707,15.7578
0deg,HL7,7,2.5000,3.3500,Mooring7,139.6465,120.8089,146.3605,1.3769
0deg,HL7,7,2.5000,3.3500,Mooring8,147.7533,93.4006,153.0616,2.0438
0deg,HL7,8,2.8300,3.5600,Mooring1,171.3842,232.7457,418.4540,54.0825
0deg,HL7,8,2.8300,3.5600,Mooring2,153.4386,171.4620,249.9454,18.5686
0deg,HL7,8,2.8300,3.5600,Mooring3,136.0046,93.9666,136.9455,0.3804
0deg,HL7,8,2.8300,3.5600,Mooring4,139.8714,39.1413,146.0073,2.6379
0deg,HL7,8,2.8300,3.5600,Mooring5,171.6494,220.0493,360.7461,41.4121
0deg,HL7,8,2.8300,3.5600,Mooring6,143.8836,182.4691,294.2863,33.2341
0deg,HL7,8,2.8300,3.5600,Mooring7,136.6500,116.1316,141.3457,1.7098
0deg,HL7,8,2.8300,3.5600,Mooring8,143.0920,79.5772,147.9946,2.3027
0deg,HL7,9,3.1700,3.7700,Mooring1,178.0380,249.2969,516.9947,71.8170
0deg,HL7,9,3.1700,3.7700,Mooring2,156.2611,177.6182,280.4757,23.5243
0deg,HL7,9,3.1700,3.7700,Mooring3,132.3946,85.1089,135.1286,1.0626
0deg,HL7,9,3.1700,3.7700,Mooring4,129.0967,27.4376,144.7449,6.0655
0deg,HL7,9,3.1700,3.7700,Mooring5,176.3851,232.6026,437.1410,56.8325
0deg,HL7,9,3.1700,3.7700,Mooring6,145.8777,192.6051,357.0405,47.9682
0deg,HL7,9,3.1700,3.7700,Mooring7,132.6898,110.5444,141.8514,2.3179
0deg,HL7,9,3.1700,3.7700,Mooring8,135.9488,63.6990,147.1379,4.2309
0deg,HL9,1,0.5000,1.7000,Mooring1,158.3252,158.3903,160.0096,0.1960
0deg,HL9,1,0.5000,1.7000,Mooring2,146.2526,146.3537,148.1646,0.2595
0deg,HL9,1,0.5000,1.7000,Mooring3,141.0318,141.1252,142.5760,0.1011
0deg,HL9,1,0.5000,1.7000,Mooring4,159.4230,159.3821,161.0010,0.1499
0deg,HL9,1,0.5000,1.7000,Mooring5,163.3002,163.3225,164.1121,0.0755
0deg,HL9,1,0.5000,1.7000,Mooring6,143.4311,143.4994,145.3857,0.3644
0deg,HL9,1,0.5000,1.7000,Mooring7,147.2104,147.2238,148.7563,0.2370
0deg,HL9,1,0.5000,1.7000,Mooring8,157.6435,157.6194,158.5653,0.0696
0deg,HL9,2,0.8300,2.1900,Mooring1,159.1392,159.2569,163.0655,0.4852
0deg,HL9,2,0.8300,2.1900,Mooring2,146.8688,147.0350,150.3868,0.1654
0deg,HL9,2,0.8300,2.1900,Mooring3,140.9864,141.1166,145.2784,0.5302
0deg,HL9,2,0.8300,2.1900,Mooring4,158.3824,158.3052,162.8410,0.4536
0deg,HL9,2,0.8300,2.1900,Mooring5,163.7686,163.8027,166.3769,0.4364
0deg,HL9,2,0.8300,2.1900,Mooring6,143.3814,143.4261,147.0672,0.5318
0deg,HL9,2,0.8300,2.1900,Mooring7,146.5016,146.4518,149.4848,0.2596
0deg,HL9,2,0.8300,2.1900,Mooring8,156.7734,156.7037,159.5443,0.2876
0deg,HL9,3,1.1700,2.5900,Mooring1,160.1374,163.1570,172.8757,1.5191
0deg,HL9,3,1.1700,2.5900,Mooring2,147.5894,148.1295,154.9427,0.5713
0deg,HL9,3,1.1700,2.5900,Mooring3,140.8669,137.9734,145.7372,0.4464
0deg,HL9,3,1.1700,2.5900,Mooring4,157.0764,151.3523,163.9844,0.9908
0deg,HL9,3,1.1700,2.5900,Mooring5,164.3390,166.7025,172.8118,0.8021
0deg,HL9,3,1.1700,2.5900,Mooring6,143.3001,144.2922,153.5474,1.6980
0deg,HL9,3,1.1700,2.5900,Mooring7,145.6054,143.8154,148.9310,0.2428
0deg,HL9,3,1.1700,2.5900,Mooring8,155.7023,152.1327,159.5547,0.4156
0deg,HL9,4,1.5000,2.9400,Mooring1,161.2751,180.0214,207.2498,6.3163
0deg,HL9,4,1.5000,2.9400,Mooring2,148.3624,152.4207,168.6324,2.4091
0deg,HL9,4,1.5000,2.9400,Mooring3,140.6524,124.5917,145.7003,0.7193
0deg,HL9,4,1.5000,2.9400,Mooring4,155.5358,121.0798,161.8436,0.7392
0deg,HL9,4,1.5000,2.9400,Mooring5,165.0009,179.9195,197.7874,3.6791
0deg,HL9,4,1.5000,2.9400,Mooring6,143.1980,152.1530,170.1439,3.5464
0deg,HL9,4,1.5000,2.9400,Mooring7,144.5830,135.8417,149.5865,1.0816
0deg,HL9,4,1.5000,2.9400,Mooring8,154.4489,133.6589,158.5452,0.7588
0deg,HL9,5,1.8300,3.2500,Mooring1,163.1361,194.9643,236.8851,10.9549
0deg,HL9,5,1.8300,3.2500,Mooring2,149.7108,157.0713,182.0237,4.4091
0deg,HL9,5,1.8300,3.2500,Mooring3,140.4875,114.4659,144.9647,0.8922
0deg,HL9,5,1.8300,3.2500,Mooring4,153.0770,95.3580,160.1648,1.1291
0deg,HL9,5,1.8300,3.2500,Mooring5,166.0908,191.4594,219.0292,7.9222
0deg,HL9,5,1.8300,3.2500,Mooring6,143.3394,160.0497,185.8557,5.0470
0deg,HL9,5,1.8300,3.2500,Mooring7,143.1644,129.6477,148.2658,1.1491
0deg,HL9,5,1.8300,3.2500,Mooring8,152.5223,118.0048,157.7652,0.9680
0deg,HL9,6,2.1700,3.5300,Mooring1,164.5854,206.9942,274.7184,17.6767
0deg,HL9,6,2.1700,3.5300,Mooring2,150.3076,161.5603,198.0505,7.1935
0deg,HL9,6,2.1700,3.5300,Mooring3,139.5699,107.6833,142.6507,1.3844
0deg,HL9,6,2.1700,3.5300,Mooring4,150.6989,75.7757,157.4359,2.6956
0deg,HL9,6,2.1700,3.5300,Mooring5,167.0679,200.5938,246.8785,11.9869
0deg,HL9,6,2.1700,3.5300,Mooring6,143.2272,167.0174,201.1160,6.7323
0deg,HL9,6,2.1700,3.5300,Mooring7,141.8288,125.1751,147.8757,1.6824
0deg,HL9,6,2.1700,3.5300,Mooring8,150.7692,105.7986,154.6031,1.7117
0deg,HL9,7,2.5000,3.8000,Mooring1,167.0912,218.6861,344.9545,34.5210
0deg,HL9,7,2.5000,3.8000,Mooring2,151.4895,166.0687,223.5208,12.8126
0deg,HL9,7,2.5000,3.8000,Mooring3,138.2501,101.3691,140.7416,0.8822
0deg,HL9,7,2.5000,3.8000,Mooring4,146.7288,57.7054,158.8949,4.7218
0deg,HL9,7,2.5000,3.8000,Mooring5,168.7069,209.4253,301.0783,26.2711
0deg,HL9,7,2.5000,3.8000,Mooring6,143.2223,173.8973,240.1413,17.1557
0deg,HL9,7,2.5000,3.8000,Mooring7,139.7095,120.9420,146.4223,1.6063
0deg,HL9,7,2.5000,3.8000,Mooring8,147.8568,93.9179,156.6398,3.0550
0deg,HL9,8,2.8300,4.0400,Mooring1,171.1168,231.7285,405.2819,50.8988
0deg,HL9,8,2.8300,4.0400,Mooring2,153.3233,171.0661,245.0203,17.6722
0deg,HL9,8,2.8300,4.0400,Mooring3,136.1419,94.4059,138.1310,0.7688
0deg,HL9,8,2.8300,4.0400,Mooring4,140.3000,40.1891,153.0511,4.6091
0deg,HL9,8,2.8300,4.0400,Mooring5,171.4561,219.2654,347.9179,39.2582
0deg,HL9,8,2.8300,4.0400,Mooring6,143.8199,181.7193,279.2003,29.4074
0deg,HL9,8,2.8300,4.0400,Mooring7,136.8272,116.4015,145.8414,2.4096
0deg,HL9,8,2.8300,4.0400,Mooring8,143.3910,80.5474,153.5772,3.7047
0deg,HL9,9,3.1700,4.2700,Mooring1,177.5184,247.3229,473.3079,60.6545
0deg,HL9,9,3.1700,4.2700,Mooring2,156.0618,176.8921,269.9781,20.3739
0deg,HL9,9,3.1700,4.2700,Mooring3,132.6995,86.0304,132.9925,0.1208
0deg,HL9,9,3.1700,4.2700,Mooring4,129.9439,28.5241,132.9547,1.2648
0deg,HL9,9,3.1700,4.2700,Mooring5,176.0084,231.0705,400.5708,46.6637
0deg,HL9,9,3.1700,4.2700,Mooring6,145.6870,191.1572,324.4886,37.0090
0deg,HL9,9,3.1700,4.2700,Mooring7,132.9716,111.0600,139.8198,2.3617
0deg,HL9,9,3.1700,4.2700,Mooring8,136.5036,65.4758,140.1670,1.5010
0deg,HL11,1,0.5000,1.8800,Mooring1,158.3353,158.3949,159.9570,0.1638
0deg,HL11,1,0.5000,1.8800,Mooring2,146.2625,146.3572,148.1015,0.1668
0deg,HL11,1,0.5000,1.8800,Mooring3,141.0318,141.1250,142.6265,0.1415
0deg,HL11,1,0.5000,1.8800,Mooring4,159.4130,159.3763,160.9324,0.0626
0deg,HL11,1,0.5000,1.8800,Mooring5,163.3102,163.3252,164.2367,0.1191
0deg,HL11,1,0.5000,1.8800,Mooring6,143.4311,143.4996,145.2905,0.2926
0deg,HL11,1,0.5000,1.8800,Mooring7,147.2102,147.2201,148.6968,0.2081
0deg,HL11,1,0.5000,1.8800,Mooring8,157.6419,157.6146,158.6517,0.0690
0deg,HL11,2,0.8300,2.4200,Mooring1,159.1499,159.2638,162.8548,0.4880
0deg,HL11,2,0.8300,2.4200,Mooring2,146.8788,147.0400,150.3397,0.1429
0deg,HL11,2,0.8300,2.4200,Mooring3,140.9864,141.1157,145.0872,0.3798
0deg,HL11,2,0.8300,2.4200,Mooring4,158.3721,158.2961,163.5829,0.7054
0deg,HL11,2,0.8300,2.4200,Mooring5,163.7688,163.8067,166.3148,0.2765
0deg,HL11,2,0.8300,2.4200,Mooring6,143.3811,143.4259,147.9102,0.7692
0deg,HL11,2,0.8300,2.4200,Mooring7,146.4914,146.4459,150.0405,0.5295
0deg,HL11,2,0.8300,2.4200,Mooring8,156.7714,156.6963,159.7858,0.2821
0deg,HL11,3,1.1700,2.8700,Mooring1,160.1486,163.5025,175.0213,2.2736
0deg,HL11,3,1.1700,2.8700,Mooring2,147.5898,148.1904,156.0183,0.6593
0deg,HL11,3,1.1700,2.8700,Mooring3,140.8665,137.6471,145.9295,0.3172
0deg,HL11,3,1.1700,2.8700,Mooring4,157.0561,150.6998,163.5044,0.8700
0deg,HL11,3,1.1700,2.8700,Mooring5,164.3393,166.9791,173.9782,1.3283
0deg,HL11,3,1.1700,2.8700,Mooring6,143.3001,144.4363,154.7813,2.1034
0deg,HL11,3,1.1700,2.8700,Mooring7,145.6048,143.6357,149.1386,0.2573
0deg,HL11,3,1.1700,2.8700,Mooring8,155.6906,151.7349,159.5729,0.4178
0deg,HL11,4,1.5000,3.2500,Mooring1,161.2771,180.7347,209.4187,7.2399
0deg,HL11,4,1.5000,3.2500,Mooring2,148.3630,152.6004,169.7744,2.5967
0deg,HL11,4,1.5000,3.2500,Mooring3,140.6524,124.0372,145.5056,0.6260
0deg,HL11,4,1.5000,3.2500,Mooring4,155.5255,119.8080,161.0202,0.4380
0deg,HL11,4,1.5000,3.2500,Mooring5,165.0011,180.4848,199.4148,4.4366
0deg,HL11,4,1.5000,3.2500,Mooring6,143.1980,152.5477,170.5408,3.7153
0deg,HL11,4,1.5000,3.2500,Mooring7,144.5731,135.5614,149.4457,0.9677
0deg,HL11,4,1.5000,3.2500,Mooring8,154.4382,132.9029,158.1679,0.4697
0deg,HL11,5,1.8300,3.5900,Mooring1,163.1249,195.0079,236.4431,9.7408
0deg,HL11,5,1.8300,3.5900,Mooring2,149.7009,157.0554,182.4756,4.2115
0deg,HL11,5,1.8300,3.5900,Mooring3,140.4881,114.3676,145.0280,1.2381
0deg,HL11,5,1.8300,3.5900,Mooring4,153.0872,95.2411,161.0189,2.7903
0deg,HL11,5,1.8300,3.5900,Mooring5,166.0808,191.4961,218.4687,7.2570
0deg,HL11,5,1.8300,3.5900,Mooring6,143.3299,160.0292,183.7469,5.0556
0deg,HL11,5,1.8300,3.5900,Mooring7,143.1749,129.5999,149.4041,1.5537
0deg,HL11,5,1.8300,3.5900,Mooring8,152.5340,117.9370,158.2398,2.0999
0deg,HL11,6,2.1700,3.9100,Mooring1,164.5291,206.3652,272.8733,16.5074
0deg,HL11,6,2.1700,3.9100,Mooring2,150.2861,161.3105,197.7420,7.1468
0deg,HL11,6,2.1700,3.9100,Mooring3,139.5914,107.9679,142.8315,0.4306
0deg,HL11,6,2.1700,3.9100,Mooring4,150.7805,76.7320,163.3072,4.2018
0deg,HL11,6,2.1700,3.9100,Mooring5,167.0274,200.1062,245.3327,11.8260
0deg,HL11,6,2.1700,3.9100,Mooring6,143.2270,166.5421,198.4884,4.5658
0deg,HL11,6,2.1700,3.9100,Mooring7,141.8708,125.3342,148.3304,1.2952
0deg,HL11,6,2.1700,3.9100,Mooring8,150.8281,106.4064,159.8037,2.6498
0deg,HL11,7,2.5000,4.2000,Mooring1,166.9643,217.9062,334.7322,35.1080
0deg,HL11,7,2.5000,4.2000,Mooring2,151.4274,165.7569,219.2890,12.4596
0deg,HL11,7,2.5000,4.2000,Mooring3,138.3138,101.7024,139.4853,0.4633
0deg,HL11,7,2.5000,4.2000,Mooring4,146.9231,58.7943,154.6105,3.0381
0deg,HL11,7,2.5000,4.2000,Mooring5,168.6255,208.8214,293.1155,26.5354
0deg,HL11,7,2.5000,4.2000,Mooring6,143.2115,173.2968,234.9518,15.2372
0deg,HL11,7,2.5000,4.2000,Mooring7,139.8136,121.1362,145.9334,1.5022
0deg,HL11,7,2.5000,4.2000,Mooring8,147.9975,94.6727,154.0390,2.4690
0deg,HL11,8,2.8300,4.4700,Mooring1,170.9072,230.0905,395.0650,39.6850
0deg,HL11,8,2.8300,4.4700,Mooring2,153.2289,170.4564,240.0222,13.4717
0deg,HL11,8,2.8300,4.4700,Mooring3,136.2574,95.1879,136.9937,0.3000
0deg,HL11,8,2.8300,4.4700,Mooring4,140.6368,42.3544,144.8842,1.7254
0deg,HL11,8,2.8300,4.4700,Mooring5,171.3132,217.9911,341.0086,30.4516
0deg,HL11,8,2.8300,4.4700,Mooring6,143.7769,180.4826,275.1561,22.9819
0deg,HL11,8,2.8300,4.4700,Mooring7,136.9633,116.8105,139.2128,0.8960
0deg,HL11,8,2.8300,4.4700,Mooring8,143.6230,82.1793,146.6683,1.2415
0deg,HL11,9,3.1700,4.7200,Mooring1,177.1353,243.7870,489.6314,50.5865
0deg,HL11,9,3.1700,4.7200,Mooring2,155.9142,175.7452,270.4358,16.9377
0deg,HL11,9,3.1700,4.7200,Mooring3,132.9201,88.1628,134.7922,0.7482
0deg,HL11,9,3.1700,4.7200,Mooring4,130.5764,31.5174,142.0420,3.6167
0deg,HL11,9,3.1700,4.7200,Mooring5,175.7234,228.3012,414.9011,38.7751
0deg,HL11,9,3.1700,4.7200,Mooring6,145.5493,188.6999,338.0015,31.9158
0deg,HL11,9,3.1700,4.7200,Mooring7,133.1808,112.0946,141.9944,2.8997
0deg,HL11,9,3.1700,4.7200,Mooring8,136.9107,69.1430,146.8001,3.0423
0deg,HL13,1,0.5000,2.0400,Mooring1,158.3358,158.3976,159.8336,0.1534
0deg,HL13,1,0.5000,2.0400,Mooring2,146.2627,146.3594,148.0291,0.1284
0deg,HL13,1,0.5000,2.0400,Mooring3,141.0320,141.1251,142.7095,0.1919
0deg,HL13,1,0.5000,2.0400,Mooring4,159.4127,159.3730,161.0116,0.1035
0deg,HL13,1,0.5000,2.0400,Mooring5,163.3102,163.3267,164.2995,0.1608
0deg,HL13,1,0.5000,2.0400,Mooring6,143.4311,143.4994,145.1342,0.2258
0deg,HL13,1,0.5000,2.0400,Mooring7,147.2102,147.2177,148.6064,0.1705
0deg,HL13,1,0.5000,2.0400,Mooring8,157.6323,157.6118,158.7084,0.0864
0deg,HL13,2,0.8300,2.6300,Mooring1,159.1514,159.2690,163.4278,0.5200
0deg,HL13,2,0.8300,2.6300,Mooring2,146.8791,147.0437,150.7691,0.2080
0deg,HL13,2,0.8300,2.6300,Mooring3,140.9860,141.1147,145.0238,0.3022
0deg,HL13,2,0.8300,2.6300,Mooring4,158.3621,158.2891,164.0279,0.7007
0deg,HL13,2,0.8300,2.6300,Mooring5,163.7689,163.8098,166.3321,0.2940
0deg,HL13,2,0.8300,2.6300,Mooring6,143.3814,143.4261,148.4964,0.9516
0deg,HL13,2,0.8300,2.6300,Mooring7,146.4909,146.4418,150.4473,0.7253
0deg,HL13,2,0.8300,2.6300,Mooring8,156.7617,156.6909,160.1928,0.4496
0deg,HL13,3,1.1700,3.1200,Mooring1,160.1496,163.6947,175.9160,2.8948
0deg,HL13,3,1.1700,3.1200,Mooring2,147.5996,148.2277,156.3963,0.6157
0deg,HL13,3,1.1700,3.1200,Mooring3,140.8569,137.4709,145.7901,0.2196
0deg,HL13,3,1.1700,3.1200,Mooring4,157.0559,150.3404,163.2255,0.7235
0deg,HL13,3,1.1700,3.1200,Mooring5,164.3491,167.1328,174.9893,1.7975
0deg,HL13,3,1.1700,3.1200,Mooring6,143.3001,144.5231,155.9523,2.6325
0deg,HL13,3,1.1700,3.1200,Mooring7,145.5948,143.5427,149.4130,0.1832
0deg,HL13,3,1.1700,3.1200,Mooring8,155.6810,151.5188,159.3644,0.3648
0deg,HL13,4,1.5000,3.5300,Mooring1,161.2766,181.1610,210.2523,6.8449
0deg,HL13,4,1.5000,3.5300,Mooring2,148.3627,152.6787,169.8324,2.8932
0deg,HL13,4,1.5000,3.5300,Mooring3,140.6524,123.6399,145.8258,0.8943
0deg,HL13,4,1.5000,3.5300,Mooring4,155.5255,119.0072,161.4160,1.0066
0deg,HL13,4,1.5000,3.5300,Mooring5,165.0011,180.8262,200.1361,4.4974
0deg,HL13,4,1.5000,3.5300,Mooring6,143.1980,152.7370,171.9848,4.1040
0deg,HL13,4,1.5000,3.5300,Mooring7,144.5731,135.3552,148.7248,0.7667
0deg,HL13,4,1.5000,3.5300,Mooring8,154.4387,132.4236,158.4666,1.0774
0deg,HL13,5,1.8300,3.9100,Mooring1,163.0996,194.2610,237.4112,11.3553
0deg,HL13,5,1.8300,3.9100,Mooring2,149.6899,156.7751,182.6899,4.9809
0deg,HL13,5,1.8300,3.9100,Mooring3,140.4987,114.7448,144.0239,0.5714
0deg,HL13,5,1.8300,3.9100,Mooring4,153.1381,96.4605,163.9778,2.5098
0deg,HL13,5,1.8300,3.9100,Mooring5,166.0605,190.9136,219.2978,7.7080
0deg,HL13,5,1.8300,3.9100,Mooring6,143.3391,159.4792,186.6455,5.9206
0deg,HL13,5,1.8300,3.9100,Mooring7,143.1960,129.7927,149.4377,1.2489
0deg,HL13,5,1.8300,3.9100,Mooring8,152.5680,118.6592,160.3156,1.8310
0deg,HL13,6,2.1700,4.2500,Mooring1,164.4819,205.6135,272.0404,18.8102
0deg,HL13,6,2.1700,4.2500,Mooring2,150.2553,160.9926,196.7346,6.9253
0deg,HL13,6,2.1700,4.2500,Mooring3,139.6129,108.2637,141.2120,0.7024
0deg,HL13,6,2.1700,4.2500,Mooring4,150.8522,77.8684,156.1597,2.0583
0deg,HL13,6,2.1700,4.2500,Mooring5,166.9969,199.5224,244.8622,12.5978
0deg,HL13,6,2.1700,4.2500,Mooring6,143.2272,165.9224,198.1319,5.8380
0deg,HL13,6,2.1700,4.2500,Mooring7,141.9224,125.4848,146.4242,0.6547
0deg,HL13,6,2.1700,4.2500,Mooring8,150.8854,107.1098,155.1920,1.7474
0deg,HL13,7,2.5000,4.5600,Mooring1,166.8720,216.8400,328.1213,27.8664
0deg,HL13,7,2.5000,4.5600,Mooring2,151.3853,165.3480,215.3925,9.5292
0deg,HL13,7,2.5000,4.5600,Mooring3,138.3663,102.1943,139.1856,0.3198
0deg,HL13,7,2.5000,4.5600,Mooring4,147.0758,60.4252,151.4107,1.5543
0deg,HL13,7,2.5000,4.5600,Mooring5,168.5643,207.9892,288.8285,21.2835
0deg,HL13,7,2.5000,4.5600,Mooring6,143.2011,172.4757,231.6329,13.1471
0deg,HL13,7,2.5000,4.5600,Mooring7,139.8768,121.4017,143.3037,1.4752
0deg,HL13,7,2.5000,4.5600,Mooring8,148.1016,95.7110,151.5230,1.2154
0deg,HL13,8,2.8300,4.8600,Mooring1,170.6896,227.4574,406.1522,41.1567
0deg,HL13,8,2.8300,4.8600,Mooring2,153.1345,169.6257,242.4372,12.5209
0deg,HL13,8,2.8300,4.8600,Mooring3,136.3632,96.7976,138.5486,0.6270
0deg,HL13,8,2.8300,4.8600,Mooring4,140.9736,46.3858,155.3795,4.5543
0deg,HL13,8,2.8300,4.8600,Mooring5,171.1609,215.9269,349.4653,31.3272
0deg,HL13,8,2.8300,4.8600,Mooring6,143.7341,178.7156,284.9312,25.6736
0deg,HL13,8,2.8300,4.8600,Mooring7,137.1088,117.6479,145.2223,2.5438
0deg,HL13,8,2.8300,4.8600,Mooring8,143.8453,85.0002,154.5499,3.3586
0deg,HL13,9,3.1700,5.1300,Mooring1,176.6710,240.3964,495.1028,64.9116
0deg,HL13,9,3.1700,5.1300,Mooring2,155.7155,174.7168,269.5255,19.1434
0deg,HL13,9,3.1700,5.1300,Mooring3,133.1833,90.4118,137.9270,1.7308
0deg,HL13,9,3.1700,5.1300,Mooring4,131.3416,35.1961,162.9215,12.3306
0deg,HL13,9,3.1700,5.1300,Mooring5,175.3872,225.6429,420.4705,51.2271
0deg,HL13,9,3.1700,5.1300,Mooring6,145.3897,186.4831,345.6923,42.9098
0deg,HL13,9,3.1700,5.1300,Mooring7,133.4421,113.2260,149.4319,6.0139
0deg,HL13,9,3.1700,5.1300,Mooring8,137.4092,72.8499,160.6648,8.9759
0deg,HL15,1,0.5000,2.1900,Mooring1,158.3364,158.3998,159.8568,0.1258
0deg,HL15,1,0.5000,2.1900,Mooring2,146.2628,146.3610,148.0424,0.1794
0deg,HL15,1,0.5000,2.1900,Mooring3,141.0318,141.1249,142.7173,0.1843
0deg,HL15,1,0.5000,2.1900,Mooring4,159.4028,159.3702,161.0749,0.1282
0deg,HL15,1,0.5000,2.1900,Mooring5,163.3102,163.3280,164.3065,0.1641
0deg,HL15,1,0.5000,2.1900,Mooring6,143.4314,143.4994,144.9750,0.1705
0deg,HL15,1,0.5000,2.1900,Mooring7,147.2099,147.2159,148.5252,0.1405
0deg,HL15,1,0.5000,2.1900,Mooring8,157.6323,157.6095,158.7718,0.0932
0deg,HL15,2,0.8300,2.8300,Mooring1,159.1615,159.2802,163.7664,0.6844
0deg,HL15,2,0.8300,2.8300,Mooring2,146.8793,147.0460,151.0787,0.2316
0deg,HL15,2,0.8300,2.8300,Mooring3,140.9860,141.1035,145.4266,0.4120
0deg,HL15,2,0.8300,2.8300,Mooring4,158.3521,158.2680,164.6645,1.0311
0deg,HL15,2,0.8300,2.8300,Mooring5,163.7788,163.8183,166.6435,0.4115
0deg,HL15,2,0.8300,2.8300,Mooring6,143.3814,143.4281,148.9365,1.1306
0deg,HL15,2,0.8300,2.8300,Mooring7,146.4810,146.4340,150.7905,0.7940
