heading,line,cond_num,Hs,Tp,elem,static_kN,dyn_mean_kN,dyn_max_kN,dyn_std_kN
90deg,HL19,9,3.1700,6.2100,Mooring2,107.8722,124.5248,883.0309,63.7748
90deg,HL19,9,3.1700,6.2100,Mooring3,106.3043,140.8381,982.7253,59.4885
90deg,HL19,9,3.1700,6.2100,Mooring4,159.4669,154.9917,332.0471,21.0938
90deg,HL19,9,3.1700,6.2100,Mooring5,161.4608,163.3569,238.0907,10.0093
90deg,HL19,9,3.1700,6.2100,Mooring6,126.4971,159.1310,883.1503,62.7983
90deg,HL19,9,3.1700,6.2100,Mooring7,132.4639,152.5224,722.5904,43.9750
90deg,HL19,9,3.1700,6.2100,Mooring8,154.5601,158.1303,382.1223,18.6615
90deg,HL21,1,0.5000,2.5900,Mooring1,156.9036,156.9333,158.8629,0.1633
90deg,HL21,1,0.5000,2.5900,Mooring2,144.6959,144.7875,148.9657,0.2583
90deg,HL21,1,0.5000,2.5900,Mooring3,141.4506,141.3707,145.5683,0.2822
90deg,HL21,1,0.5000,2.5900,Mooring4,161.2864,161.2206,162.3280,0.3747
90deg,HL21,1,0.5000,2.5900,Mooring5,163.1034,163.0086,163.5039,0.1656
90deg,HL21,1,0.5000,2.5900,Mooring6,145.5838,145.1639,148.1189,1.0142
90deg,HL21,1,0.5000,2.5900,Mooring7,149.3511,149.0978,151.3385,0.6482
90deg,HL21,1,0.5000,2.5900,Mooring8,159.3068,159.2121,160.0403,0.3156
90deg,HL21,2,0.8300,3.3500,Mooring1,155.8972,154.3254,160.9535,0.2846
90deg,HL21,2,0.8300,3.3500,Mooring2,142.3989,139.9001,156.5106,1.1738
90deg,HL21,2,0.8300,3.3500,Mooring3,139.3668,135.9625,154.0278,1.5107
90deg,HL21,2,0.8300,3.3500,Mooring4,161.2554,161.3808,164.7864,0.8106
90deg,HL21,2,0.8300,3.3500,Mooring5,163.0420,161.7843,163.7144,0.2371
90deg,HL21,2,0.8300,3.3500,Mooring6,144.8328,139.8476,152.5250,1.1954
90deg,HL21,2,0.8300,3.3500,Mooring7,148.7126,145.9513,155.3461,0.8051
90deg,HL21,2,0.8300,3.3500,Mooring8,159.2045,158.8182,162.2090,0.6117
90deg,HL21,3,1.1700,3.9600,Mooring1,154.6463,147.6384,173.1469,4.4563
90deg,HL21,3,1.1700,3.9600,Mooring2,139.4356,132.2745,188.6552,10.0412
90deg,HL21,3,1.1700,3.9600,Mooring3,136.5741,130.5031,188.7977,9.2813
90deg,HL21,3,1.1700,3.9600,Mooring4,161.1214,166.8350,179.1934,3.8957
90deg,HL21,3,1.1700,3.9600,Mooring5,162.9593,157.5950,164.1624,0.4842
90deg,HL21,3,1.1700,3.9600,Mooring6,143.6003,130.1207,167.1368,3.4957
90deg,HL21,3,1.1700,3.9600,Mooring7,147.6373,142.2798,170.0862,1.7336
90deg,HL21,3,1.1700,3.9600,Mooring8,158.9362,161.2895,172.7822,2.4116
90deg,HL21,4,1.5000,4.4900,Mooring1,152.3467,148.4636,182.7587,3.6095
90deg,HL21,4,1.5000,4.4900,Mooring2,135.0434,129.9514,211.1112,7.7190
90deg,HL21,4,1.5000,4.4900,Mooring3,133.0554,125.9087,212.9440,6.9281
90deg,HL21,4,1.5000,4.4900,Mooring4,161.8134,162.8977,182.2793,3.2256
90deg,HL21,4,1.5000,4.4900,Mooring5,162.4890,159.0340,168.7455,1.3983
90deg,HL21,4,1.5000,4.4900,Mooring6,142.4938,129.4197,200.5077,5.2371
90deg,HL21,4,1.5000,4.4900,Mooring7,147.1989,140.1211,200.8509,3.4076
90deg,HL21,4,1.5000,4.4900,Mooring8,159.4462,158.6994,181.4037,1.7619
90deg,HL21,5,1.8300,4.9700,Mooring1,150.8273,150.1895,205.6418,6.4776
90deg,HL21,5,1.8300,4.9700,Mooring2,131.2252,128.7932,263.5799,11.9504
90deg,HL21,5,1.8300,4.9700,Mooring3,129.4172,122.7327,270.1188,12.3654
90deg,HL21,5,1.8300,4.9700,Mooring4,161.5456,158.2692,184.0364,1.6059
90deg,HL21,5,1.8300,4.9700,Mooring5,162.3847,161.0986,175.8635,1.5617
90deg,HL21,5,1.8300,4.9700,Mooring6,140.4257,131.3641,257.0731,4.0967
90deg,HL21,5,1.8300,4.9700,Mooring7,145.1677,139.6288,248.4809,4.2384
90deg,HL21,5,1.8300,4.9700,Mooring8,158.7695,156.2507,196.8049,1.8848
90deg,HL21,6,2.1700,5.4000,Mooring1,149.6177,151.4048,254.6464,15.5597
90deg,HL21,6,2.1700,5.4000,Mooring2,127.1690,127.9284,378.6723,34.5927
90deg,HL21,6,2.1700,5.4000,Mooring3,125.0583,122.6497,393.2781,32.4487
90deg,HL21,6,2.1700,5.4000,Mooring4,160.4610,154.4877,194.8671,2.7651
90deg,HL21,6,2.1700,5.4000,Mooring5,162.5447,163.0259,183.5693,1.2729
90deg,HL21,6,2.1700,5.4000,Mooring6,137.7210,136.0124,339.1651,13.8727
90deg,HL21,6,2.1700,5.4000,Mooring7,142.0976,141.1278,319.3715,10.5230
90deg,HL21,6,2.1700,5.4000,Mooring8,157.3037,154.9235,222.6533,4.1551
90deg,HL21,7,2.5000,5.8000,Mooring1,147.2585,150.9590,492.1516,96.9610
90deg,HL21,7,2.5000,5.8000,Mooring2,121.5372,127.6543,937.6899,220.6390
90deg,HL21,7,2.5000,5.8000,Mooring3,119.5952,126.7878,1003.7279,226.3927
90deg,HL21,7,2.5000,5.8000,Mooring4,160.0996,152.4464,265.2487,18.0306
90deg,HL21,7,2.5000,5.8000,Mooring5,162.2861,164.2275,227.4701,17.5467
90deg,HL21,7,2.5000,5.8000,Mooring6,134.5950,143.3065,766.7975,148.1595
90deg,HL21,7,2.5000,5.8000,Mooring7,139.3090,144.6124,640.8600,111.3866
90deg,HL21,7,2.5000,5.8000,Mooring8,156.4647,155.0759,322.5265,33.3913
90deg,HL21,8,2.8300,6.1700,Mooring1,144.3618,148.1499,493.3272,60.6149
90deg,HL21,8,2.8300,6.1700,Mooring2,114.8517,128.3553,933.5496,119.8198
90deg,HL21,8,2.8300,6.1700,Mooring3,113.0751,134.6430,985.3187,110.9516
90deg,HL21,8,2.8300,6.1700,Mooring4,159.7072,151.6973,273.4105,12.5846
90deg,HL21,8,2.8300,6.1700,Mooring5,161.9245,164.6970,235.6319,15.3965
90deg,HL21,8,2.8300,6.1700,Mooring6,130.7981,153.2298,867.8717,94.1872
90deg,HL21,8,2.8300,6.1700,Mooring7,136.0942,149.9854,749.4692,76.3216
90deg,HL21,8,2.8300,6.1700,Mooring8,155.5527,156.1176,367.7066,23.9469
90deg,HL21,9,3.1700,6.5300,Mooring1,140.7978,143.0728,533.6276,46.6149
90deg,HL21,9,3.1700,6.5300,Mooring2,106.7468,132.4390,1073.4078,109.3486
90deg,HL21,9,3.1700,6.5300,Mooring3,105.1351,148.7772,1197.3369,127.1080
90deg,HL21,9,3.1700,6.5300,Mooring4,159.3129,152.3993,322.7959,14.2477
90deg,HL21,9,3.1700,6.5300,Mooring5,161.4397,164.4241,254.0964,18.4482
90deg,HL21,9,3.1700,6.5300,Mooring6,126.1737,167.5525,1079.5198,118.7843
90deg,HL21,9,3.1700,6.5300,Mooring7,132.2769,158.6851,921.9684,92.1949
90deg,HL21,9,3.1700,6.5300,Mooring8,154.5161,158.2814,436.6062,28.4789
90deg,HL23,1,0.5000,2.7100,Mooring1,156.9025,156.8686,158.7619,0.1026
90deg,HL23,1,0.5000,2.7100,Mooring2,144.6858,144.6950,149.1333,0.2329
90deg,HL23,1,0.5000,2.7100,Mooring3,141.4403,141.5023,146.2202,0.2681
90deg,HL23,1,0.5000,2.7100,Mooring4,161.2864,161.3530,162.4220,0.0891
90deg,HL23,1,0.5000,2.7100,Mooring5,163.1034,163.0691,163.5207,0.0501
90deg,HL23,1,0.5000,2.7100,Mooring6,145.5836,145.5714,148.4892,0.2544
90deg,HL23,1,0.5000,2.7100,Mooring7,149.3511,149.3597,151.6673,0.2444
90deg,HL23,1,0.5000,2.7100,Mooring8,159.3068,159.3410,160.1209,0.0461
90deg,HL23,2,0.8300,3.5000,Mooring1,155.8972,153.5001,161.7474,0.4991
90deg,HL23,2,0.8300,3.5000,Mooring2,142.3889,138.9363,157.8646,0.9337
90deg,HL23,2,0.8300,3.5000,Mooring3,139.3565,135.4488,156.0150,0.9254
90deg,HL23,2,0.8300,3.5000,Mooring4,161.2552,162.1382,166.2334,0.4491
90deg,HL23,2,0.8300,3.5000,Mooring5,163.0420,161.3631,163.6251,0.1061
90deg,HL23,2,0.8300,3.5000,Mooring6,144.8226,139.1389,154.1582,0.6305
90deg,HL23,2,0.8300,3.5000,Mooring7,148.7121,145.8316,157.4497,0.7031
90deg,HL23,2,0.8300,3.5000,Mooring8,159.2034,159.2489,162.9076,0.2073
90deg,HL23,3,1.1700,4.1500,Mooring1,154.6579,147.3989,173.3354,3.7925
90deg,HL23,3,1.1700,4.1500,Mooring2,139.4569,131.8933,190.0326,8.6096
90deg,HL23,3,1.1700,4.1500,Mooring3,136.5853,130.5026,191.6180,8.5543
90deg,HL23,3,1.1700,4.1500,Mooring4,161.1213,167.1088,177.3961,0.5692
90deg,HL23,3,1.1700,4.1500,Mooring5,162.9593,157.6672,164.4711,0.5476
90deg,HL23,3,1.1700,4.1500,Mooring6,143.5690,130.6523,170.4105,3.8650
90deg,HL23,3,1.1700,4.1500,Mooring7,147.5959,142.6636,176.3929,2.8221
90deg,HL23,3,1.1700,4.1500,Mooring8,158.9225,161.5253,174.1305,0.7946
90deg,HL23,4,1.5000,4.7000,Mooring1,152.3589,148.8698,183.9745,3.3482
90deg,HL23,4,1.5000,4.7000,Mooring2,135.0544,129.8961,215.3151,7.4390
90deg,HL23,4,1.5000,4.7000,Mooring3,133.0653,125.8021,218.1753,6.1902
90deg,HL23,4,1.5000,4.7000,Mooring4,161.8032,162.2415,179.9066,0.8649
90deg,HL23,4,1.5000,4.7000,Mooring5,162.4892,159.6560,168.7871,0.6978
90deg,HL23,4,1.5000,4.7000,Mooring6,142.4521,130.9673,210.7603,4.1351
90deg,HL23,4,1.5000,4.7000,Mooring7,147.1467,140.8391,214.3020,3.9863
90deg,HL23,4,1.5000,4.7000,Mooring8,159.4122,158.5301,186.1208,2.1000
90deg,HL23,5,1.8300,5.2000,Mooring1,150.8039,150.8261,204.5534,3.2350
90deg,HL23,5,1.8300,5.2000,Mooring2,131.1425,129.0482,262.0570,7.4536
90deg,HL23,5,1.8300,5.2000,Mooring3,129.3237,123.3878,273.2575,9.0711
90deg,HL23,5,1.8300,5.2000,Mooring4,161.5151,157.4999,183.5109,1.6646
90deg,HL23,5,1.8300,5.2000,Mooring5,162.3848,161.9868,178.7383,1.5887
90deg,HL23,5,1.8300,5.2000,Mooring6,140.3837,134.3888,276.2598,5.9598
90deg,HL23,5,1.8300,5.2000,Mooring7,145.1162,141.3133,270.1506,7.7583
90deg,HL23,5,1.8300,5.2000,Mooring8,158.7467,156.3126,203.3060,2.3722
90deg,HL23,6,2.1700,5.6500,Mooring1,149.5142,151.6353,263.0559,14.5077
90deg,HL23,6,2.1700,5.6500,Mooring2,126.9189,128.1926,396.3900,31.2840
90deg,HL23,6,2.1700,5.6500,Mooring3,124.7876,124.6579,416.3812,32.0761
90deg,HL23,6,2.1700,5.6500,Mooring4,160.4099,154.3121,204.5856,4.9416
90deg,HL23,6,2.1700,5.6500,Mooring5,162.5445,163.8225,186.6901,1.9608
90deg,HL23,6,2.1700,5.6500,Mooring6,137.6585,140.4141,366.7519,16.1600
90deg,HL23,6,2.1700,5.6500,Mooring7,142.0662,143.8227,340.8977,11.8446
90deg,HL23,6,2.1700,5.6500,Mooring8,157.2920,155.5968,229.2955,4.6260
90deg,HL23,7,2.5000,6.0700,Mooring1,147.0596,150.3805,452.4845,73.9916
90deg,HL23,7,2.5000,6.0700,Mooring2,121.0470,127.8228,867.6061,171.6404
90deg,HL23,7,2.5000,6.0700,Mooring3,119.0832,129.9415,947.2963,183.3345
90deg,HL23,7,2.5000,6.0700,Mooring4,160.0177,152.9040,277.0407,19.4810
90deg,HL23,7,2.5000,6.0700,Mooring5,162.2856,164.8182,222.5400,13.8387
90deg,HL23,7,2.5000,6.0700,Mooring6,134.4798,148.8538,783.3611,135.6355
90deg,HL23,7,2.5000,6.0700,Mooring7,139.2564,148.0938,668.0178,108.4913
90deg,HL23,7,2.5000,6.0700,Mooring8,156.4536,156.2410,341.7151,35.4340
90deg,HL23,8,2.8300,6.4600,Mooring1,144.0345,146.3151,399.5461,18.2699
90deg,HL23,8,2.8300,6.4600,Mooring2,114.0694,128.7679,765.3343,41.9582
90deg,HL23,8,2.8300,6.4600,Mooring3,112.2403,139.5532,839.3503,40.2931
90deg,HL23,8,2.8300,6.4600,Mooring4,159.5942,153.3305,278.5859,7.6882
90deg,HL23,8,2.8300,6.4600,Mooring5,161.9137,164.8510,209.8099,4.3827
90deg,HL23,8,2.8300,6.4600,Mooring6,130.5784,159.9040,722.2549,34.7295
90deg,HL23,8,2.8300,6.4600,Mooring7,135.9692,154.3627,644.7978,31.0413
90deg,HL23,8,2.8300,6.4600,Mooring8,155.5203,158.0016,354.4023,15.7498
90deg,HL23,9,3.1700,6.8300,Mooring1,140.3547,140.1166,490.8888,34.7629
90deg,HL23,9,3.1700,6.8300,Mooring2,105.6842,132.5289,983.6341,85.6078
90deg,HL23,9,3.1700,6.8300,Mooring3,104.0263,154.2793,1082.1761,85.1604
90deg,HL23,9,3.1700,6.8300,Mooring4,159.1693,154.6906,392.3460,41.4243
90deg,HL23,9,3.1700,6.8300,Mooring5,161.4083,164.1735,234.3522,5.5742
90deg,HL23,9,3.1700,6.8300,Mooring6,125.7759,174.5325,925.2415,49.9487
90deg,HL23,9,3.1700,6.8300,Mooring7,132.0068,162.9544,793.3918,36.9421
90deg,HL23,9,3.1700,6.8300,Mooring8,154.4456,160.1651,400.6261,12.1488
90deg,HL25,1,0.5000,2.8300,Mooring1,156.8924,156.8671,158.8579,0.0492
90deg,HL25,1,0.5000,2.8300,Mooring2,144.6753,144.6913,149.6530,0.1163
90deg,HL25,1,0.5000,2.8300,Mooring3,141.4300,141.4974,146.7265,0.1857
90deg,HL25,1,0.5000,2.8300,Mooring4,161.2864,161.3523,162.4794,0.0790
90deg,HL25,1,0.5000,2.8300,Mooring5,163.1034,163.0690,163.5525,0.0617
90deg,HL25,1,0.5000,2.8300,Mooring6,145.5836,145.5699,148.6773,0.2498
90deg,HL25,1,0.5000,2.8300,Mooring7,149.3511,149.3590,151.9062,0.1694
90deg,HL25,1,0.5000,2.8300,Mooring8,159.3068,159.3408,160.2091,0.0293
90deg,HL25,2,0.8300,3.6500,Mooring1,155.8972,152.0052,163.9776,1.3194
90deg,HL25,2,0.8300,3.6500,Mooring2,142.3889,136.8367,163.8926,3.1163
90deg,HL25,2,0.8300,3.6500,Mooring3,139.3561,133.1619,162.5143,3.2959
90deg,HL25,2,0.8300,3.6500,Mooring4,161.2453,162.7653,167.5239,0.7538
90deg,HL25,2,0.8300,3.6500,Mooring5,163.0420,160.3152,163.6950,0.2049
90deg,HL25,2,0.8300,3.6500,Mooring6,144.8221,135.7427,157.1195,1.8878
90deg,HL25,2,0.8300,3.6500,Mooring7,148.7019,144.1397,159.2750,1.2652
90deg,HL25,2,0.8300,3.6500,Mooring8,159.2019,159.3370,164.0398,0.3913
90deg,HL25,3,1.1700,4.3200,Mooring1,154.6706,148.2015,173.8294,3.4107
90deg,HL25,3,1.1700,4.3200,Mooring2,139.4779,131.8822,191.7225,7.0289
90deg,HL25,3,1.1700,4.3200,Mooring3,136.6061,129.3959,193.5482,7.1521
90deg,HL25,3,1.1700,4.3200,Mooring4,161.1112,165.4077,177.4387,0.9668
90deg,HL25,3,1.1700,4.3200,Mooring5,162.9593,158.2955,164.6727,0.6103
90deg,HL25,3,1.1700,4.3200,Mooring6,143.5377,130.6622,177.7261,4.5025
90deg,HL25,3,1.1700,4.3200,Mooring7,147.5549,142.0105,181.9512,3.6198
90deg,HL25,3,1.1700,4.3200,Mooring8,158.9001,160.4594,175.1855,0.7840
90deg,HL25,4,1.5000,4.9000,Mooring1,152.3690,150.2047,186.8551,2.0399
90deg,HL25,4,1.5000,4.9000,Mooring2,135.0440,130.4800,225.4377,4.9566
90deg,HL25,4,1.5000,4.9000,Mooring3,133.0445,125.0673,226.8391,3.6768
90deg,HL25,4,1.5000,4.9000,Mooring4,161.7927,160.0275,179.8251,1.1772
90deg,HL25,4,1.5000,4.9000,Mooring5,162.4990,160.6270,170.3930,0.6783
90deg,HL25,4,1.5000,4.9000,Mooring6,142.4203,132.0129,227.1021,5.0851
90deg,HL25,4,1.5000,4.9000,Mooring7,147.1051,140.7985,228.5819,5.9728
90deg,HL25,4,1.5000,4.9000,Mooring8,159.3894,157.3800,190.3616,2.6739
90deg,HL25,5,1.8300,5.4200,Mooring1,150.7663,152.3515,213.8178,3.9599
90deg,HL25,5,1.8300,5.4200,Mooring2,131.0278,130.2826,282.8448,9.1773
90deg,HL25,5,1.8300,5.4200,Mooring3,129.1984,123.8973,291.8153,8.2417
90deg,HL25,5,1.8300,5.4200,Mooring4,161.4945,155.4865,185.6242,2.9199
90deg,HL25,5,1.8300,5.4200,Mooring5,162.3846,163.0471,179.4307,1.2103
90deg,HL25,5,1.8300,5.4200,Mooring6,140.3419,136.8961,306.7360,9.6347
90deg,HL25,5,1.8300,5.4200,Mooring7,145.0853,142.4620,297.5586,8.4853
90deg,HL25,5,1.8300,5.4200,Mooring8,158.7355,155.6444,212.2120,2.7857
90deg,HL25,6,2.1700,5.8900,Mooring1,149.3970,152.7448,276.1936,17.6364
90deg,HL25,6,2.1700,5.8900,Mooring2,126.6169,129.8183,433.7223,42.9094
90deg,HL25,6,2.1700,5.8900,Mooring3,124.4647,126.7534,462.3769,46.7897
90deg,HL25,6,2.1700,5.8900,Mooring4,160.3686,153.1441,207.2841,5.2259
90deg,HL25,6,2.1700,5.8900,Mooring5,162.5441,164.6038,189.2577,2.5292
90deg,HL25,6,2.1700,5.8900,Mooring6,137.5954,144.1000,399.3529,11.1023
90deg,HL25,6,2.1700,5.8900,Mooring7,142.0348,146.1046,378.8403,13.0696
90deg,HL25,6,2.1700,5.8900,Mooring8,157.2905,155.7204,243.9488,6.8836
90deg,HL25,7,2.5000,6.3300,Mooring1,146.8368,151.0718,417.4871,49.7268
90deg,HL25,7,2.5000,6.3300,Mooring2,120.5056,130.3542,778.2049,109.7608
90deg,HL25,7,2.5000,6.3300,Mooring3,118.5197,133.9628,829.6155,102.7757
90deg,HL25,7,2.5000,6.3300,Mooring4,159.9357,152.4760,251.0274,9.3255
90deg,HL25,7,2.5000,6.3300,Mooring5,162.2751,165.3942,210.8806,9.2307
90deg,HL25,7,2.5000,6.3300,Mooring6,134.3344,154.1266,655.0789,61.2954
90deg,HL25,7,2.5000,6.3300,Mooring7,139.1737,151.7526,556.0027,46.9592
90deg,HL25,7,2.5000,6.3300,Mooring8,156.4404,157.0637,298.5753,13.6225
90deg,HL25,8,2.8300,6.7400,Mooring1,143.7062,146.5876,423.6840,26.0367
90deg,HL25,8,2.8300,6.7400,Mooring2,113.2679,132.7116,802.9213,55.9274
90deg,HL25,8,2.8300,6.7400,Mooring3,111.4157,146.0277,877.4919,57.4460
90deg,HL25,8,2.8300,6.7400,Mooring4,159.4914,153.4949,297.8356,14.4746
90deg,HL25,8,2.8300,6.7400,Mooring5,161.8927,165.2569,214.3609,4.2712
90deg,HL25,8,2.8300,6.7400,Mooring6,130.2966,167.1173,768.8776,43.2669
90deg,HL25,8,2.8300,6.7400,Mooring7,135.7926,159.4663,671.4930,35.7283
90deg,HL25,8,2.8300,6.7400,Mooring8,155.4742,159.3279,351.0179,11.5965
90deg,HL27,1,0.5000,2.9400,Mooring1,156.8914,156.8660,159.1849,0.0932
90deg,HL27,1,0.5000,2.9400,Mooring2,144.6750,144.6886,150.5017,0.2247
90deg,HL27,1,0.5000,2.9400,Mooring3,141.4294,141.4934,147.5861,0.2836
90deg,HL27,1,0.5000,2.9400,Mooring4,161.2864,161.3517,162.5786,0.0811
90deg,HL27,1,0.5000,2.9400,Mooring5,163.1034,163.0690,163.5814,0.0720
90deg,HL27,1,0.5000,2.9400,Mooring6,145.5836,145.5690,148.9721,0.2081
90deg,HL27,1,0.5000,2.9400,Mooring7,149.3511,149.3586,152.0360,0.1285
90deg,HL27,1,0.5000,2.9400,Mooring8,159.3068,159.3408,160.3677,0.0210
90deg,HL27,2,0.8300,3.8000,Mooring1,155.8977,150.4819,165.7883,2.0161
90deg,HL27,2,0.8300,3.8000,Mooring2,142.3893,135.4577,169.0540,5.0498
90deg,HL27,2,0.8300,3.8000,Mooring3,139.3565,132.3488,168.1391,5.2785
90deg,HL27,2,0.8300,3.8000,Mooring4,161.2453,164.2992,170.0703,0.6627
90deg,HL27,2,0.8300,3.8000,Mooring5,163.0420,159.1863,163.7320,0.2439
90deg,HL27,2,0.8300,3.8000,Mooring6,144.8115,133.4097,159.1093,2.4068
90deg,HL27,2,0.8300,3.8000,Mooring7,148.6815,143.4092,161.0039,1.6226
90deg,HL27,2,0.8300,3.8000,Mooring8,159.1918,160.0867,166.4177,0.6877
90deg,HL27,3,1.1700,4.4900,Mooring1,154.6828,148.9824,174.2890,3.0284
90deg,HL27,3,1.1700,4.4900,Mooring2,139.4986,131.9713,192.8002,5.3785
90deg,HL27,3,1.1700,4.4900,Mooring3,136.6262,128.4958,194.5702,5.3348
90deg,HL27,3,1.1700,4.4900,Mooring4,161.1112,163.8545,176.3084,0.4557
90deg,HL27,3,1.1700,4.4900,Mooring5,162.9593,158.8972,164.9034,0.4391
90deg,HL27,3,1.1700,4.4900,Mooring6,143.5066,130.8273,185.5401,4.6395
90deg,HL27,3,1.1700,4.4900,Mooring7,147.5237,141.5345,188.2175,3.1031
90deg,HL27,3,1.1700,4.4900,Mooring8,158.8875,159.5178,175.6341,0.3500
90deg,HL27,4,1.5000,5.0900,Mooring1,152.3579,151.5282,196.9796,4.2657
90deg,HL27,4,1.5000,5.0900,Mooring2,135.0128,131.2493,243.2105,7.9958
90deg,HL27,4,1.5000,5.0900,Mooring3,133.0030,124.7102,246.2147,7.6298
90deg,HL27,4,1.5000,5.0900,Mooring4,161.7725,158.0296,178.8948,1.2835
90deg,HL27,4,1.5000,5.0900,Mooring5,162.4990,161.5688,172.7000,0.6662
90deg,HL27,4,1.5000,5.0900,Mooring6,142.3990,133.4094,243.2384,5.9297
90deg,HL27,4,1.5000,5.0900,Mooring7,147.0838,141.1068,240.8112,5.3414
90deg,HL27,4,1.5000,5.0900,Mooring8,159.3767,156.4447,193.4558,1.5718
90deg,HL27,5,1.8300,5.6300,Mooring1,150.7080,153.5545,225.3500,5.7051
90deg,HL27,5,1.8300,5.6300,Mooring2,130.8816,131.5314,307.2187,12.0198
90deg,HL27,5,1.8300,5.6300,Mooring3,129.0421,124.9057,311.2630,10.6610
90deg,HL27,5,1.8300,5.6300,Mooring4,161.4739,154.1247,192.4518,5.4264
90deg,HL27,5,1.8300,5.6300,Mooring5,162.3844,163.8494,182.7768,1.9303
90deg,HL27,5,1.8300,5.6300,Mooring6,140.3101,139.4600,330.9114,10.9921
90deg,HL27,5,1.8300,5.6300,Mooring7,145.0644,143.9275,318.5337,12.3767
90deg,HL27,5,1.8300,5.6300,Mooring8,158.7249,155.4169,219.9890,4.7795
90deg,HL27,6,2.1700,6.1200,Mooring1,149.2675,153.7099,300.5508,27.1691
90deg,HL27,6,2.1700,6.1200,Mooring2,126.2834,131.7381,496.6295,65.4459
90deg,HL27,6,2.1700,6.1200,Mooring3,124.1200,129.4747,535.2960,70.4955
90deg,HL27,6,2.1700,6.1200,Mooring4,160.3175,152.4961,219.5000,9.9409
90deg,HL27,6,2.1700,6.1200,Mooring5,162.5341,165.2272,192.7241,2.5704
90deg,HL27,6,2.1700,6.1200,Mooring6,137.5123,148.0760,441.6516,18.6074
90deg,HL27,6,2.1700,6.1200,Mooring7,141.9933,148.7668,386.5793,11.1149
90deg,HL27,6,2.1700,6.1200,Mooring8,157.2804,156.1956,244.5200,4.1697
90deg,HL27,7,2.5000,6.5800,Mooring1,146.6130,151.5908,474.2588,76.4827
90deg,HL27,7,2.5000,6.5800,Mooring2,119.9533,133.0768,931.0047,181.4980
90deg,HL27,7,2.5000,6.5800,Mooring3,117.9460,138.4808,1019.4877,192.1047
90deg,HL27,7,2.5000,6.5800,Mooring4,159.8638,152.4840,296.4316,24.0933
90deg,HL27,7,2.5000,6.5800,Mooring5,162.2644,165.8048,219.9547,10.6396
90deg,HL27,7,2.5000,6.5800,Mooring6,134.1571,159.4647,780.5508,106.2268
90deg,HL27,7,2.5000,6.5800,Mooring7,139.0798,155.5116,658.9684,80.5944
90deg,HL27,7,2.5000,6.5800,Mooring8,156.4176,158.0819,337.6747,23.8318
90deg,HL29,1,0.5000,3.0500,Mooring1,156.8914,156.8534,159.4753,0.0764
90deg,HL29,1,0.5000,3.0500,Mooring2,144.6651,144.6648,151.3981,0.3661
90deg,HL29,1,0.5000,3.0500,Mooring3,141.4196,141.4611,148.6683,0.4183
90deg,HL29,1,0.5000,3.0500,Mooring4,161.2864,161.3498,162.6666,0.0487
90deg,HL29,1,0.5000,3.0500,Mooring5,163.1032,163.0613,163.5727,0.0608
90deg,HL29,1,0.5000,3.0500,Mooring6,145.5738,145.5337,149.5928,0.2620
90deg,HL29,1,0.5000,3.0500,Mooring7,149.3509,149.3388,152.6837,0.2076
90deg,HL29,1,0.5000,3.0500,Mooring8,159.3068,159.3371,160.4977,0.0459
90deg,HL29,2,0.8300,3.9300,Mooring1,155.8993,149.1924,167.2392,2.5509
90deg,HL29,2,0.8300,3.9300,Mooring2,142.3994,134.5321,172.9969,6.4928
90deg,HL29,2,0.8300,3.9300,Mooring3,139.3568,132.1300,172.3463,6.6368
90deg,HL29,2,0.8300,3.9300,Mooring4,161.2450,165.8669,172.6333,1.0075
90deg,HL29,2,0.8300,3.9300,Mooring5,163.0420,158.2162,163.8463,0.3017
90deg,HL29,2,0.8300,3.9300,Mooring6,144.8012,131.7869,160.6898,2.7851
90deg,HL29,2,0.8300,3.9300,Mooring7,148.6713,143.0967,162.1516,1.5695
90deg,HL29,2,0.8300,3.9300,Mooring8,159.1811,160.9201,168.1249,0.7014
90deg,HL29,3,1.1700,4.6600,Mooring1,154.6930,149.9688,176.6705,2.7057
90deg,HL29,3,1.1700,4.6600,Mooring2,139.5088,132.1967,201.3094,7.3255
90deg,HL29,3,1.1700,4.6600,Mooring3,136.6268,127.5760,201.1451,6.8563
90deg,HL29,3,1.1700,4.6600,Mooring4,161.1012,162.0162,176.0315,0.6724
90deg,HL29,3,1.1700,4.6600,Mooring5,162.9594,159.6486,166.4414,0.4153
90deg,HL29,3,1.1700,4.6600,Mooring6,143.4857,131.2487,193.0715,5.2853
90deg,HL29,3,1.1700,4.6600,Mooring7,147.5024,141.1374,197.1381,5.4847
90deg,HL29,3,1.1700,4.6600,Mooring8,158.8667,158.4489,178.2686,1.3945
90deg,HL29,4,1.5000,5.2800,Mooring1,152.3447,152.7891,199.4722,3.8411
90deg,HL29,4,1.5000,5.2800,Mooring2,134.9604,132.1744,252.4261,8.8119
90deg,HL29,4,1.5000,5.2800,Mooring3,132.9404,124.7267,256.6350,9.3544
90deg,HL29,4,1.5000,5.2800,Mooring4,161.7620,156.3135,178.6202,1.7448
90deg,HL29,4,1.5000,5.2800,Mooring5,162.4990,162.4401,174.8724,0.7989
90deg,HL29,4,1.5000,5.2800,Mooring6,142.3684,135.0807,266.7866,9.9150
90deg,HL29,4,1.5000,5.2800,Mooring7,147.0632,141.7468,259.5967,9.0493
90deg,HL29,4,1.5000,5.2800,Mooring8,159.3655,155.7564,198.6312,2.8353
