heading,line,cond_num,Hs,Tp,elem,static_kN,dyn_mean_kN,dyn_max_kN,dyn_std_kN
135deg,HL25,1,0.5000,2.8300,Fender2,152.0276,152.3331,175.4499,1.5033
135deg,HL25,1,0.5000,2.8300,Fender3,150.7324,150.9528,175.7117,1.6126
135deg,HL25,1,0.5000,2.8300,Fender4,149.4372,149.5728,176.0839,1.7140
135deg,HL25,1,0.5000,2.8300,Fender5,148.1518,148.1931,176.4556,1.9526
135deg,HL25,1,0.5000,2.8300,Fender6,146.8574,146.8140,176.8262,2.2169
135deg,HL25,2,0.8300,3.6500,Fender1,164.9268,165.7034,235.7225,8.8515
135deg,HL25,2,0.8300,3.6500,Fender2,164.4872,165.1004,240.8719,8.7966
135deg,HL25,2,0.8300,3.6500,Fender3,164.0482,164.4987,252.1690,11.8022
135deg,HL25,2,0.8300,3.6500,Fender4,163.6087,163.8981,263.7104,14.8728
135deg,HL25,2,0.8300,3.6500,Fender5,163.1690,163.2986,275.5018,18.1324
135deg,HL25,2,0.8300,3.6500,Fender6,162.7193,162.7005,287.5368,21.5561
135deg,HL25,3,1.1700,4.3200,Fender1,180.3288,181.7152,309.1773,12.0105
135deg,HL25,3,1.1700,4.3200,Fender2,180.8782,182.0301,313.2828,9.5084
135deg,HL25,3,1.1700,4.3200,Fender3,181.4375,182.3549,328.4632,10.5987
135deg,HL25,3,1.1700,4.3200,Fender4,181.9871,182.6487,349.4905,15.9095
135deg,HL25,3,1.1700,4.3200,Fender5,182.5460,182.9904,373.6020,21.3401
135deg,HL25,3,1.1700,4.3200,Fender6,183.1057,183.5944,386.1607,22.1191
135deg,HL25,4,1.5000,4.9000,Fender1,199.2893,199.2674,474.8326,36.7245
135deg,HL25,4,1.5000,4.9000,Fender2,200.7013,201.1756,468.0957,28.1109
135deg,HL25,4,1.5000,4.9000,Fender3,202.1033,203.1979,488.9789,27.1956
135deg,HL25,4,1.5000,4.9000,Fender4,203.5058,205.2345,528.5568,36.9465
135deg,HL25,4,1.5000,4.9000,Fender5,204.9082,207.0479,557.8961,41.2927
135deg,HL25,4,1.5000,4.9000,Fender6,206.3114,208.7912,585.2848,44.7865
135deg,HL25,5,1.8300,5.4200,Fender1,222.3548,217.3312,683.7657,46.0157
135deg,HL25,5,1.8300,5.4200,Fender2,224.6262,222.5939,691.7427,53.0534
135deg,HL25,5,1.8300,5.4200,Fender3,226.8878,228.0156,696.5149,47.8586
135deg,HL25,5,1.8300,5.4200,Fender4,229.1502,233.5099,728.6441,43.4630
135deg,HL25,5,1.8300,5.4200,Fender5,231.4133,239.0653,777.2338,53.1538
135deg,HL25,5,1.8300,5.4200,Fender6,233.6759,244.8204,823.6501,60.4400
135deg,HL25,6,2.1700,5.8900,Fender1,250.7813,245.6776,1011.5901,85.5694
135deg,HL25,6,2.1700,5.8900,Fender2,253.7282,253.0564,1025.3137,88.6970
135deg,HL25,6,2.1700,5.8900,Fender3,256.6771,260.4442,1040.1714,82.9787
135deg,HL25,6,2.1700,5.8900,Fender4,259.6275,267.9423,1042.1451,67.9149
135deg,HL25,6,2.1700,5.8900,Fender5,262.5797,275.8693,1037.4849,44.3831
135deg,HL25,6,2.1700,5.8900,Fender6,265.5336,284.1663,1066.5675,36.9935
135deg,HL25,7,2.5000,6.3300,Fender1,292.1758,279.9330,1360.4933,116.3387
135deg,HL25,7,2.5000,6.3300,Fender2,292.3391,288.1572,1347.3993,109.5799
135deg,HL25,7,2.5000,6.3300,Fender3,292.5124,296.4426,1363.0526,118.6399
135deg,HL25,7,2.5000,6.3300,Fender4,292.6858,304.9456,1376.4784,128.8679
135deg,HL25,7,2.5000,6.3300,Fender5,292.8588,314.1165,1380.8124,114.6590
135deg,HL25,7,2.5000,6.3300,Fender6,293.0320,323.8670,1390.2235,97.3016
135deg,HL25,8,2.8300,6.7400,Fender1,322.0981,318.1964,1575.4762,81.0737
135deg,HL25,8,2.8300,6.7400,Fender2,325.4667,327.0252,1563.7670,88.1635
135deg,HL25,8,2.8300,6.7400,Fender3,328.8503,336.6292,1552.1887,95.3477
135deg,HL25,8,2.8300,6.7400,Fender4,332.2271,346.5996,1544.6423,102.6684
135deg,HL25,8,2.8300,6.7400,Fender5,335.6067,357.2696,1537.2042,98.7920
135deg,HL25,8,2.8300,6.7400,Fender6,339.0001,368.9710,1532.2863,85.2591
135deg,HL27,1,0.5000,2.9400,Fender1,153.3316,153.7205,176.3762,1.3832
135deg,HL27,1,0.5000,2.9400,Fender2,152.0365,152.3416,176.5773,1.8468
135deg,HL27,1,0.5000,2.9400,Fender3,150.7508,150.9631,176.7784,2.0759
135deg,HL27,1,0.5000,2.9400,Fender4,149.4655,149.5850,176.9788,2.2332
135deg,HL27,1,0.5000,2.9400,Fender5,148.1805,148.2074,178.0615,2.3093
135deg,HL27,1,0.5000,2.9400,Fender6,146.8955,146.8302,179.2766,2.4155
135deg,HL27,2,0.8300,3.8000,Fender1,164.9747,165.7585,235.6204,7.2461
135deg,HL27,2,0.8300,3.8000,Fender2,164.5251,165.1490,233.4052,5.3503
135deg,HL27,2,0.8300,3.8000,Fender3,164.0861,164.5413,243.7775,7.1753
135deg,HL27,2,0.8300,3.8000,Fender4,163.6366,163.9352,257.6108,11.1483
135deg,HL27,2,0.8300,3.8000,Fender5,163.1972,163.3307,271.8098,15.3022
135deg,HL27,2,0.8300,3.8000,Fender6,162.7473,162.7281,286.3757,19.2232
135deg,HL27,3,1.1700,4.4900,Fender1,180.4952,181.9314,306.8240,6.1833
135deg,HL27,3,1.1700,4.4900,Fender2,181.0246,182.2428,316.6528,7.5158
135deg,HL27,3,1.1700,4.4900,Fender3,181.5339,182.4562,330.6533,11.2257
135deg,HL27,3,1.1700,4.4900,Fender4,182.0636,182.6806,345.0311,14.0199
135deg,HL27,3,1.1700,4.4900,Fender5,182.5826,183.0195,364.7224,15.4923
135deg,HL27,3,1.1700,4.4900,Fender6,183.1029,183.5001,388.8393,17.4166
135deg,HL27,4,1.5000,5.0900,Fender1,199.7342,198.8159,483.1805,27.1320
135deg,HL27,4,1.5000,5.0900,Fender2,201.0566,201.0038,491.1985,31.2778
135deg,HL27,4,1.5000,5.0900,Fender3,202.3697,203.3470,524.1239,39.9962
135deg,HL27,4,1.5000,5.0900,Fender4,203.6824,205.4278,557.3905,47.5967
135deg,HL27,4,1.5000,5.0900,Fender5,205.0051,207.3775,591.3759,48.4014
135deg,HL27,4,1.5000,5.0900,Fender6,206.3183,209.4569,625.6140,55.6355
135deg,HL27,5,1.8300,5.6300,Fender1,223.2113,217.7220,783.7318,79.3057
135deg,HL27,5,1.8300,5.6300,Fender2,225.3139,223.3386,796.5698,72.7222
135deg,HL27,5,1.8300,5.6300,Fender3,227.4364,229.0514,809.5718,71.5012
135deg,HL27,5,1.8300,5.6300,Fender4,229.5400,234.8199,820.4367,66.5874
135deg,HL27,5,1.8300,5.6300,Fender5,231.6537,240.8466,824.4927,61.9464
135deg,HL27,5,1.8300,5.6300,Fender6,233.7675,247.0985,869.6091,68.9584
135deg,HL27,6,2.1700,6.1200,Fender1,252.5439,248.5081,1064.5951,76.4087
135deg,HL27,6,2.1700,6.1200,Fender2,255.1449,255.5527,1074.1592,77.3151
135deg,HL27,6,2.1700,6.1200,Fender3,257.7379,262.5462,1070.3865,68.6172
135deg,HL27,6,2.1700,6.1200,Fender4,260.3322,269.6357,1079.1887,68.6176
135deg,HL27,6,2.1700,6.1200,Fender5,262.9376,277.2419,1087.1116,57.6476
135deg,HL27,6,2.1700,6.1200,Fender6,265.5343,285.2838,1124.8783,51.0958
135deg,HL27,7,2.5000,6.5800,Fender1,294.6846,282.8417,1418.1205,121.0104
135deg,HL27,7,2.5000,6.5800,Fender2,294.3857,290.6394,1410.1492,114.0867
135deg,HL27,7,2.5000,6.5800,Fender3,294.0860,298.8358,1383.6145,108.6824
135deg,HL27,7,2.5000,6.5800,Fender4,293.7871,307.2650,1381.5656,117.8769
135deg,HL27,7,2.5000,6.5800,Fender5,293.4879,316.3563,1378.4900,111.0374
135deg,HL27,7,2.5000,6.5800,Fender6,293.1900,326.2069,1376.7483,97.5523
135deg,HL29,1,0.5000,3.0500,Fender1,153.3407,153.7275,176.5780,1.3417
135deg,HL29,1,0.5000,3.0500,Fender2,152.0550,152.3495,176.6110,1.3395
135deg,HL29,1,0.5000,3.0500,Fender3,150.7697,150.9720,176.9413,1.3658
135deg,HL29,1,0.5000,3.0500,Fender4,149.4845,149.5949,177.3392,1.7024
135deg,HL29,1,0.5000,3.0500,Fender5,148.1990,148.2182,178.8411,2.1045
135deg,HL29,1,0.5000,3.0500,Fender6,146.9142,146.8421,180.3793,2.5729
135deg,HL29,2,0.8300,3.9300,Fender1,165.0225,165.8102,228.8006,5.4005
135deg,HL29,2,0.8300,3.9300,Fender2,164.5631,165.1942,239.2303,7.5732
135deg,HL29,2,0.8300,3.9300,Fender3,164.1142,164.5806,251.5710,11.4428
135deg,HL29,2,0.8300,3.9300,Fender4,163.6647,163.9692,264.2197,14.9704
135deg,HL29,2,0.8300,3.9300,Fender5,163.2153,163.3600,277.1812,18.5910
135deg,HL29,2,0.8300,3.9300,Fender6,162.7554,162.7534,290.4497,21.3988
135deg,HL29,3,1.1700,4.6600,Fender1,180.7013,181.8153,311.2835,5.3852
135deg,HL29,3,1.1700,4.6600,Fender2,181.1710,182.1422,319.3028,5.9099
135deg,HL29,3,1.1700,4.6600,Fender3,181.6507,182.4730,331.1920,5.1167
135deg,HL29,3,1.1700,4.6600,Fender4,182.1304,182.6951,353.6912,9.5493
135deg,HL29,3,1.1700,4.6600,Fender5,182.6100,183.1040,379.5552,14.5919
135deg,HL29,3,1.1700,4.6600,Fender6,183.0999,183.6279,395.8317,16.5399
135deg,HL29,4,1.5000,5.2800,Fender1,200.2005,197.5427,550.6459,53.7050
135deg,HL29,4,1.5000,5.2800,Fender2,201.4333,200.3334,556.3975,49.4309
135deg,HL29,4,1.5000,5.2800,Fender3,202.6566,203.1797,573.5282,52.4330
135deg,HL29,4,1.5000,5.2800,Fender4,203.8996,205.8458,586.4076,47.1141
135deg,HL29,4,1.5000,5.2800,Fender5,205.1225,208.6111,590.7431,41.9816
135deg,HL29,4,1.5000,5.2800,Fender6,206.3564,211.4540,620.4459,45.9476
135deg,HL29,5,1.8300,5.8400,Fender1,224.2180,219.2721,843.8312,84.4993
135deg,HL29,5,1.8300,5.8400,Fender2,226.1319,224.8859,850.6033,91.3955
135deg,HL29,5,1.8300,5.8400,Fender3,228.0465,230.5058,841.7185,78.4897
135deg,HL29,5,1.8300,5.8400,Fender4,229.9709,236.2372,842.1913,68.2862
135deg,HL29,5,1.8300,5.8400,Fender5,231.8860,242.3371,835.5723,57.1945
135deg,HL29,5,1.8300,5.8400,Fender6,233.8106,248.7227,858.1208,51.0533
135deg,HL29,6,2.1700,6.3400,Fender1,254.2794,250.8510,1044.0199,27.9161
135deg,HL29,6,2.1700,6.3400,Fender2,256.5351,257.5913,1039.7078,44.5338
135deg,HL29,6,2.1700,6.3400,Fender3,258.7916,264.3575,1049.1311,64.4230
135deg,HL29,6,2.1700,6.3400,Fender4,261.0491,271.2773,1057.0066,49.9262
135deg,HL29,6,2.1700,6.3400,Fender5,263.2983,278.7451,1087.8586,51.5911
135deg,HL29,6,2.1700,6.3400,Fender6,265.5571,286.6582,1119.7439,49.9981
135deg,HL29,7,2.5000,6.8100,Fender1,297.0015,285.3748,1380.3933,52.0351
135deg,HL29,7,2.5000,6.8100,Fender2,296.2500,292.8148,1366.2202,74.7025
135deg,HL29,7,2.5000,6.8100,Fender3,295.5188,300.9771,1349.2854,91.3634
135deg,HL29,7,2.5000,6.8100,Fender4,294.7772,309.4009,1354.3307,96.9007
135deg,HL29,7,2.5000,6.8100,Fender5,294.0364,318.4811,1341.9176,90.5538
135deg,HL29,7,2.5000,6.8100,Fender6,293.3039,328.4895,1398.4000,95.2794
180deg,HL7,1,0.5000,1.5000,Fender1,139.6722,139.7625,142.5857,0.3003
180deg,HL7,1,0.5000,1.5000,Fender2,136.8103,136.8150,138.7383,0.2006
180deg,HL7,1,0.5000,1.5000,Fender3,133.9500,133.8686,135.5003,0.1218
180deg,HL7,1,0.5000,1.5000,Fender4,131.0819,130.9235,133.0132,0.1123
180deg,HL7,1,0.5000,1.5000,Fender5,128.2250,127.9790,131.0841,0.2240
180deg,HL7,1,0.5000,1.5000,Fender6,125.3708,125.0368,129.1724,0.3232
180deg,HL7,2,0.8300,1.9300,Fender1,140.9464,141.1678,146.7601,0.4952
180deg,HL7,2,0.8300,1.9300,Fender2,137.6627,137.7720,141.5625,0.3501
180deg,HL7,2,0.8300,1.9300,Fender3,134.3911,134.3780,137.2957,0.1945
180deg,HL7,2,0.8300,1.9300,Fender4,131.1116,130.9854,134.6533,0.1877
180deg,HL7,2,0.8300,1.9300,Fender5,127.8437,127.5944,133.2799,0.4741
180deg,HL7,2,0.8300,1.9300,Fender6,124.5692,124.2057,131.9748,0.7938
180deg,HL7,3,1.1700,2.2900,Fender1,142.3396,142.7432,152.5020,1.0852
180deg,HL7,3,1.1700,2.2900,Fender2,138.6141,138.8607,145.2574,0.6978
180deg,HL7,3,1.1700,2.2900,Fender3,134.8912,134.9800,139.8920,0.3536
180deg,HL7,3,1.1700,2.2900,Fender4,131.1700,131.1009,136.4898,0.1080
180deg,HL7,3,1.1700,2.2900,Fender5,127.4516,127.2245,135.2981,0.6530
180deg,HL7,3,1.1700,2.2900,Fender6,123.7368,123.3504,134.5625,0.8210
180deg,HL7,4,1.5000,2.5900,Fender1,143.7671,144.4058,158.0055,1.3924
180deg,HL7,4,1.5000,2.5900,Fender2,139.5987,140.0313,149.4296,0.7546
180deg,HL7,4,1.5000,2.5900,Fender3,135.4251,135.6611,143.2100,0.5798
180deg,HL7,4,1.5000,2.5900,Fender4,131.2639,131.2938,139.8608,0.4219
180deg,HL7,4,1.5000,2.5900,Fender5,127.0950,126.9007,139.4543,0.8460
180deg,HL7,4,1.5000,2.5900,Fender6,122.9318,122.4692,139.8308,1.4211
180deg,HL7,5,1.8300,2.8700,Fender1,145.2986,144.1373,163.2722,0.9519
180deg,HL7,5,1.8300,2.8700,Fender2,140.6617,139.7144,153.8269,0.6495
180deg,HL7,5,1.8300,2.8700,Fender3,136.0178,135.2004,146.5082,0.8778
180deg,HL7,5,1.8300,2.8700,Fender4,131.3770,130.6262,143.1932,0.7240
180deg,HL7,5,1.8300,2.8700,Fender5,126.7486,125.9829,143.2578,1.2999
180deg,HL7,5,1.8300,2.8700,Fender6,122.1169,121.3257,146.2284,2.1286
180deg,HL7,6,2.1700,3.1200,Fender1,146.9791,139.7413,168.9210,3.4117
180deg,HL7,6,2.1700,3.1200,Fender2,141.8334,136.2952,156.6228,1.5847
180deg,HL7,6,2.1700,3.1200,Fender3,136.6898,132.7792,147.2143,0.7540
180deg,HL7,6,2.1700,3.1200,Fender4,131.5500,129.2242,144.4164,0.6219
180deg,HL7,6,2.1700,3.1200,Fender5,126.4144,125.6502,147.9241,1.8344
180deg,HL7,6,2.1700,3.1200,Fender6,121.2837,122.0708,157.5820,4.5619
180deg,HL7,7,2.5000,3.3500,Fender1,149.7504,133.7552,172.3047,3.5128
180deg,HL7,7,2.5000,3.3500,Fender2,143.7057,132.2325,159.3263,2.6906
180deg,HL7,7,2.5000,3.3500,Fender3,137.6752,130.6564,148.5392,1.5074
180deg,HL7,7,2.5000,3.3500,Fender4,131.6360,129.0652,145.8325,0.8290
180deg,HL7,7,2.5000,3.3500,Fender5,125.5922,127.4584,152.1180,1.4926
180deg,HL7,7,2.5000,3.3500,Fender6,119.5521,125.8585,163.7896,3.1424
180deg,HL7,8,2.8300,3.5600,Fender1,151.6766,127.8396,172.9043,3.2908
180deg,HL7,8,2.8300,3.5600,Fender2,145.0907,128.5424,159.5123,1.6436
180deg,HL7,8,2.8300,3.5600,Fender3,138.5184,129.2379,149.2204,1.4600
180deg,HL7,8,2.8300,3.5600,Fender4,131.9434,129.9318,147.9816,0.5858
180deg,HL7,8,2.8300,3.5600,Fender5,125.3839,130.6257,159.8577,1.6951
180deg,HL7,8,2.8300,3.5600,Fender6,118.8215,131.3266,180.4550,6.2247
180deg,HL7,9,3.1700,3.7700,Fender1,152.2578,124.5882,173.7265,2.9777
180deg,HL7,9,3.1700,3.7700,Fender2,145.5014,126.7327,161.3346,2.6712
180deg,HL7,9,3.1700,3.7700,Fender3,138.7623,128.8874,151.7617,2.1320
180deg,HL7,9,3.1700,3.7700,Fender4,132.0158,131.0574,151.6500,1.0869
180deg,HL7,9,3.1700,3.7700,Fender5,125.2739,133.2403,170.4207,3.8823
180deg,HL7,9,3.1700,3.7700,Fender6,118.4806,135.4349,196.5586,9.2413
180deg,HL9,1,0.5000,1.7000,Fender1,139.6613,139.7687,142.5296,0.2473
180deg,HL9,1,0.5000,1.7000,Fender2,136.7993,136.8192,138.7400,0.1988
180deg,HL9,1,0.5000,1.7000,Fender3,133.9393,133.8707,135.4960,0.1294
180deg,HL9,1,0.5000,1.7000,Fender4,131.0907,130.9235,133.0252,0.1228
180deg,HL9,1,0.5000,1.7000,Fender5,128.2346,127.9778,131.1230,0.2381
180deg,HL9,1,0.5000,1.7000,Fender6,125.3801,125.0332,129.2548,0.3846
180deg,HL9,2,0.8300,2.1900,Fender1,140.9223,141.1763,146.6547,0.4180
180deg,HL9,2,0.8300,2.1900,Fender2,137.6486,137.7786,141.6247,0.3745
180deg,HL9,2,0.8300,2.1900,Fender3,134.3877,134.3829,137.3191,0.1824
180deg,HL9,2,0.8300,2.1900,Fender4,131.1180,130.9877,134.6010,0.1591
180deg,HL9,2,0.8300,2.1900,Fender5,127.8609,127.5948,133.1857,0.5288
180deg,HL9,2,0.8300,2.1900,Fender6,124.5965,124.2038,131.8490,0.6968
180deg,HL9,3,1.1700,2.5900,Fender1,142.3028,142.7438,151.6319,0.7231
180deg,HL9,3,1.1700,2.5900,Fender2,138.5869,138.8614,145.1390,0.6250
180deg,HL9,3,1.1700,2.5900,Fender3,134.8841,134.9823,139.9168,0.4220
180deg,HL9,3,1.1700,2.5900,Fender4,131.1837,131.1054,136.5885,0.1786
180deg,HL9,3,1.1700,2.5900,Fender5,127.4853,127.2299,135.3696,0.6468
180deg,HL9,3,1.1700,2.5900,Fender6,123.7805,123.3577,134.6840,0.8386
180deg,HL9,4,1.5000,2.9400,Fender1,143.7157,144.3879,157.9971,1.0232
180deg,HL9,4,1.5000,2.9400,Fender2,139.5596,140.0462,150.1326,0.7657
180deg,HL9,4,1.5000,2.9400,Fender3,135.4059,135.6741,143.7962,0.6305
180deg,HL9,4,1.5000,2.9400,Fender4,131.2649,131.2579,139.6123,0.1963
180deg,HL9,4,1.5000,2.9400,Fender5,127.1163,126.8397,140.4515,1.3690
180deg,HL9,4,1.5000,2.9400,Fender6,122.9723,122.4293,141.8891,2.1000
180deg,HL9,5,1.8300,3.2500,Fender1,145.2462,144.1009,164.7374,1.9991
180deg,HL9,5,1.8300,3.2500,Fender2,140.6207,139.7079,155.4171,1.3966
180deg,HL9,5,1.8300,3.2500,Fender3,135.9960,135.2157,146.8689,1.0367
180deg,HL9,5,1.8300,3.2500,Fender4,131.3854,130.6280,142.3755,0.8461
180deg,HL9,5,1.8300,3.2500,Fender5,126.7683,125.9551,143.7566,1.6094
180deg,HL9,5,1.8300,3.2500,Fender6,122.1553,121.2974,147.9259,3.1069
180deg,HL9,6,2.1700,3.5300,Fender1,146.9149,139.7553,169.8214,3.1266
180deg,HL9,6,2.1700,3.5300,Fender2,141.7888,136.3537,158.2111,2.5238
180deg,HL9,6,2.1700,3.5300,Fender3,136.6659,132.8307,148.2455,1.0955
180deg,HL9,6,2.1700,3.5300,Fender4,131.5369,129.2361,144.2306,0.6156
180deg,HL9,6,2.1700,3.5300,Fender5,126.4218,125.6264,148.2499,1.9376
180deg,HL9,6,2.1700,3.5300,Fender6,121.3108,122.0271,158.3251,4.6639
180deg,HL9,7,2.5000,3.8000,Fender1,149.6827,133.3752,172.3608,3.3949
180deg,HL9,7,2.5000,3.8000,Fender2,143.6588,131.9533,160.8345,2.5449
180deg,HL9,7,2.5000,3.8000,Fender3,137.6380,130.4983,149.3492,1.4872
180deg,HL9,7,2.5000,3.8000,Fender4,131.6307,129.0207,146.0426,1.3956
180deg,HL9,7,2.5000,3.8000,Fender5,125.6022,127.5309,152.0492,1.4554
180deg,HL9,7,2.5000,3.8000,Fender6,119.5814,126.0468,164.6738,3.8429
180deg,HL9,8,2.8300,4.0400,Fender1,151.6272,127.0483,171.0175,2.9032
180deg,HL9,8,2.8300,4.0400,Fender2,145.0509,128.0445,160.6546,2.5397
180deg,HL9,8,2.8300,4.0400,Fender3,138.4892,129.0471,150.3101,1.7100
180deg,HL9,8,2.8300,4.0400,Fender4,131.9337,130.0626,147.7598,0.5636
180deg,HL9,8,2.8300,4.0400,Fender5,125.3851,131.0868,159.9731,1.6608
180deg,HL9,8,2.8300,4.0400,Fender6,118.8420,132.1330,179.7184,4.5888
180deg,HL9,9,3.1700,4.2700,Fender1,152.2297,124.2492,172.9112,2.9523
180deg,HL9,9,3.1700,4.2700,Fender2,145.4852,126.5174,160.5914,2.2116
180deg,HL9,9,3.1700,4.2700,Fender3,138.7440,128.8315,151.4258,1.9253
180deg,HL9,9,3.1700,4.2700,Fender4,132.0165,131.1863,152.8333,1.7284
180deg,HL9,9,3.1700,4.2700,Fender5,125.2850,133.5782,168.2466,3.6124
180deg,HL9,9,3.1700,4.2700,Fender6,118.5165,136.0144,192.7009,6.7375
180deg,HL11,1,0.5000,1.8800,Fender1,139.6501,139.7720,142.5268,0.2032
180deg,HL11,1,0.5000,1.8800,Fender2,136.7881,136.8212,138.7381,0.1848
180deg,HL11,1,0.5000,1.8800,Fender3,133.9387,133.8723,135.5055,0.1410
180deg,HL11,1,0.5000,1.8800,Fender4,131.0899,130.9238,133.0099,0.1345
180deg,HL11,1,0.5000,1.8800,Fender5,128.2338,127.9768,131.1363,0.2597
180deg,HL11,1,0.5000,1.8800,Fender6,125.3897,125.0312,129.2823,0.4281
180deg,HL11,2,0.8300,2.4200,Fender1,140.9006,141.1794,146.6580,0.4241
180deg,HL11,2,0.8300,2.4200,Fender2,137.6364,137.7809,141.6073,0.3825
180deg,HL11,2,0.8300,2.4200,Fender3,134.3755,134.3845,137.3396,0.1623
180deg,HL11,2,0.8300,2.4200,Fender4,131.1164,130.9894,134.5955,0.1502
180deg,HL11,2,0.8300,2.4200,Fender5,127.8598,127.5964,133.0993,0.4975
180deg,HL11,2,0.8300,2.4200,Fender6,124.6153,124.2050,131.7177,0.6338
180deg,HL11,3,1.1700,2.8700,Fender1,142.2682,142.7365,151.3956,0.6059
180deg,HL11,3,1.1700,2.8700,Fender2,138.5730,138.8576,145.0762,0.6135
180deg,HL11,3,1.1700,2.8700,Fender3,134.8709,134.9818,139.8767,0.3810
180deg,HL11,3,1.1700,2.8700,Fender4,131.1803,131.1073,136.8218,0.2994
180deg,HL11,3,1.1700,2.8700,Fender5,127.4824,127.2348,135.1070,0.4857
180deg,HL11,3,1.1700,2.8700,Fender6,123.7976,123.3652,135.0359,0.9432
180deg,HL11,4,1.5000,3.2500,Fender1,143.6906,144.3093,159.9535,1.6590
180deg,HL11,4,1.5000,3.2500,Fender2,139.5444,139.9973,151.1963,1.3977
180deg,HL11,4,1.5000,3.2500,Fender3,135.4010,135.6311,144.1393,0.7765
180deg,HL11,4,1.5000,3.2500,Fender4,131.2602,131.2369,139.4241,0.3352
180deg,HL11,4,1.5000,3.2500,Fender5,127.1321,126.8454,140.7722,1.6250
180deg,HL11,4,1.5000,3.2500,Fender6,122.9986,122.4476,142.4376,2.5559
180deg,HL11,5,1.8300,3.5900,Fender1,145.2194,144.0990,165.7144,1.8101
180deg,HL11,5,1.8300,3.5900,Fender2,140.6033,139.7355,156.7152,1.8698
180deg,HL11,5,1.8300,3.5900,Fender3,135.9906,135.2336,147.7367,1.4015
180deg,HL11,5,1.8300,3.5900,Fender4,131.3896,130.6053,142.2364,0.5256
180deg,HL11,5,1.8300,3.5900,Fender5,126.7828,125.9186,142.7589,1.4336
180deg,HL11,5,1.8300,3.5900,Fender6,122.1799,121.2210,146.8209,3.0076
180deg,HL11,6,2.1700,3.9100,Fender1,146.8888,139.3634,168.0669,2.3630
180deg,HL11,6,2.1700,3.9100,Fender2,141.7743,136.0714,157.8102,1.6488
180deg,HL11,6,2.1700,3.9100,Fender3,136.6595,132.6486,147.8976,0.9634
180deg,HL11,6,2.1700,3.9100,Fender4,131.5402,129.1204,144.0081,0.5482
180deg,HL11,6,2.1700,3.9100,Fender5,126.4347,125.5595,147.5595,1.7945
180deg,HL11,6,2.1700,3.9100,Fender6,121.3350,121.9994,156.8073,4.1738
180deg,HL11,7,2.5000,4.2000,Fender1,149.6559,132.2413,171.7110,2.8335
180deg,HL11,7,2.5000,4.2000,Fender2,143.6419,131.2175,160.3327,2.5768
180deg,HL11,7,2.5000,4.2000,Fender3,137.6303,130.1575,149.0570,1.5930
180deg,HL11,7,2.5000,4.2000,Fender4,131.6324,129.0934,147.5917,1.7391
180deg,HL11,7,2.5000,4.2000,Fender5,125.6191,128.0034,153.8280,1.1457
180deg,HL11,7,2.5000,4.2000,Fender6,119.5979,126.9092,167.4807,3.8076
180deg,HL11,8,2.8300,4.4700,Fender1,151.6270,126.2743,172.9577,3.4377
180deg,HL11,8,2.8300,4.4700,Fender2,145.0519,127.5184,159.8184,2.1842
180deg,HL11,8,2.8300,4.4700,Fender3,138.4886,128.7977,150.0611,1.6386
180deg,HL11,8,2.8300,4.4700,Fender4,131.9332,130.1291,149.7534,1.5965
180deg,HL11,8,2.8300,4.4700,Fender5,125.3857,131.5151,161.4798,2.0065
180deg,HL11,8,2.8300,4.4700,Fender6,118.8418,132.9571,179.9519,3.8156
180deg,HL11,9,3.1700,4.7200,Fender1,152.2457,124.1807,176.1176,3.7991
180deg,HL11,9,3.1700,4.7200,Fender2,145.5004,126.4736,160.7212,2.2413
180deg,HL11,9,3.1700,4.7200,Fender3,138.7515,128.8985,151.2339,1.1227
180deg,HL11,9,3.1700,4.7200,Fender4,132.0143,131.4519,153.4367,1.6666
180deg,HL11,9,3.1700,4.7200,Fender5,125.2727,134.0760,173.4119,4.5947
180deg,HL11,9,3.1700,4.7200,Fender6,118.4904,136.7663,193.0949,4.7704
180deg,HL13,1,0.5000,2.0400,Fender1,139.6397,139.7744,142.5733,0.2153
180deg,HL13,1,0.5000,2.0400,Fender2,136.7877,136.8229,138.7508,0.1840
180deg,HL13,1,0.5000,2.0400,Fender3,133.9375,133.8725,135.5122,0.1410
180deg,HL13,1,0.5000,2.0400,Fender4,131.0897,130.9240,133.0090,0.1370
180deg,HL13,1,0.5000,2.0400,Fender5,128.2434,127.9763,131.1140,0.2722
180deg,HL13,1,0.5000,2.0400,Fender6,125.3889,125.0297,129.2460,0.4108
180deg,HL13,2,0.8300,2.6300,Fender1,140.8887,141.1777,146.5978,0.3855
180deg,HL13,2,0.8300,2.6300,Fender2,137.6349,137.7802,141.5709,0.3159
180deg,HL13,2,0.8300,2.6300,Fender3,134.3737,134.3845,137.3605,0.1817
180deg,HL13,2,0.8300,2.6300,Fender4,131.1251,130.9908,134.6742,0.1798
180deg,HL13,2,0.8300,2.6300,Fender5,127.8778,127.5980,132.9314,0.4614
180deg,HL13,2,0.8300,2.6300,Fender6,124.6237,124.2076,131.4524,0.5699
180deg,HL13,3,1.1700,3.1200,Fender1,142.2563,142.7328,151.7475,0.6939
180deg,HL13,3,1.1700,3.1200,Fender2,138.5608,138.8555,145.4872,0.7104
180deg,HL13,3,1.1700,3.1200,Fender3,134.8684,134.9808,139.9807,0.4660
