heading,line,cond_num,Hs,Tp,elem,static_kN,dyn_mean_kN,dyn_max_kN,dyn_std_kN
0deg,HL7,1,0.5000,1.5000,Fender1,136.1131,135.8133,142.8070,1.0653
0deg,HL7,1,0.5000,1.5000,Fender2,134.5586,134.3019,138.7235,0.5957
0deg,HL7,1,0.5000,1.5000,Fender3,132.9951,132.7910,134.8764,0.1458
0deg,HL7,1,0.5000,1.5000,Fender4,131.4433,131.2811,132.7907,0.1545
0deg,HL7,1,0.5000,1.5000,Fender5,129.8929,129.7722,133.3456,0.5811
0deg,HL7,1,0.5000,1.5000,Fender6,128.3346,128.2646,134.1252,0.7872
0deg,HL7,2,0.8300,1.9300,Fender1,134.7077,134.2907,151.2280,2.6503
0deg,HL7,2,0.8300,1.9300,Fender2,133.7389,133.4485,144.6127,1.7257
0deg,HL7,2,0.8300,1.9300,Fender3,132.7819,132.6085,138.4467,0.9385
0deg,HL7,2,0.8300,1.9300,Fender4,131.8166,131.7697,137.0674,1.1428
0deg,HL7,2,0.8300,1.9300,Fender5,130.8523,130.9321,139.3473,1.5886
0deg,HL7,2,0.8300,1.9300,Fender6,129.8895,130.0960,143.5358,2.1056
0deg,HL7,3,1.1700,2.2900,Fender1,133.1095,132.3363,159.5388,3.4682
0deg,HL7,3,1.1700,2.2900,Fender2,132.8391,131.8703,149.0002,1.9616
0deg,HL7,3,1.1700,2.2900,Fender3,132.5798,131.3651,143.2691,1.1290
0deg,HL7,3,1.1700,2.2900,Fender4,132.3211,130.7756,141.6442,1.0653
0deg,HL7,3,1.1700,2.2900,Fender5,132.0548,130.1056,144.8705,1.8574
0deg,HL7,3,1.1700,2.2900,Fender6,131.7896,129.3767,149.6888,1.8521
0deg,HL7,4,1.5000,2.5900,Fender1,131.4761,135.3719,177.3293,5.1422
0deg,HL7,4,1.5000,2.5900,Fender2,131.9717,132.1830,155.8292,1.4486
0deg,HL7,4,1.5000,2.5900,Fender3,132.4703,128.9805,143.2571,0.5784
0deg,HL7,4,1.5000,2.5900,Fender4,132.9683,125.7724,141.9564,1.0243
0deg,HL7,4,1.5000,2.5900,Fender5,133.4682,122.5621,148.4801,3.6682
0deg,HL7,4,1.5000,2.5900,Fender6,133.9685,119.3528,157.5862,4.5061
0deg,HL7,5,1.8300,2.8700,Fender1,128.8653,140.2190,209.4555,11.4366
0deg,HL7,5,1.8300,2.8700,Fender2,130.5161,134.7378,177.9661,7.5685
0deg,HL7,5,1.8300,2.8700,Fender3,132.1653,129.2537,146.9444,1.0529
0deg,HL7,5,1.8300,2.8700,Fender4,133.8259,123.7795,141.5557,1.1445
0deg,HL7,5,1.8300,2.8700,Fender5,135.4580,118.3320,151.1794,2.5625
0deg,HL7,5,1.8300,2.8700,Fender6,137.0462,112.9037,163.9171,4.4018
0deg,HL7,6,2.1700,3.1200,Fender1,127.7990,144.0059,223.7205,8.3977
0deg,HL7,6,2.1700,3.1200,Fender2,130.0815,137.1296,186.8014,6.3173
0deg,HL7,6,2.1700,3.1200,Fender3,132.3635,130.2536,150.5797,1.6372
0deg,HL7,6,2.1700,3.1200,Fender4,134.6232,123.3904,142.1575,0.7878
0deg,HL7,6,2.1700,3.1200,Fender5,136.8455,116.5594,155.1760,3.3105
0deg,HL7,6,2.1700,3.1200,Fender6,139.0681,109.7615,171.9365,5.7416
0deg,HL7,7,2.5000,3.3500,Fender1,124.8951,147.6371,249.0590,13.0557
0deg,HL7,7,2.5000,3.3500,Fender2,128.3353,139.4561,201.5019,8.1081
0deg,HL7,7,2.5000,3.3500,Fender3,131.7796,131.2780,158.2825,2.5331
0deg,HL7,7,2.5000,3.3500,Fender4,135.1940,123.1110,144.6266,0.9467
0deg,HL7,7,2.5000,3.3500,Fender5,138.5851,114.9744,160.8615,1.8582
0deg,HL7,7,2.5000,3.3500,Fender6,141.9823,106.8855,177.8620,2.8005
0deg,HL7,8,2.8300,3.5600,Fender1,121.7925,152.3559,289.9975,21.3620
0deg,HL7,8,2.8300,3.5600,Fender2,126.3706,142.5262,235.0840,15.1308
0deg,HL7,8,2.8300,3.5600,Fender3,130.9368,132.6958,184.1561,10.7487
0deg,HL7,8,2.8300,3.5600,Fender4,135.5027,122.8763,153.8571,2.9049
0deg,HL7,8,2.8300,3.5600,Fender5,140.0806,113.1078,165.5612,2.9370
0deg,HL7,8,2.8300,3.5600,Fender6,144.6703,103.3870,184.8680,4.3553
0deg,HL7,9,3.1700,3.7700,Fender1,120.7105,159.2380,346.8846,36.8813
0deg,HL7,9,3.1700,3.7700,Fender2,126.1278,147.0447,277.1032,27.1970
0deg,HL7,9,3.1700,3.7700,Fender3,131.5458,134.8616,214.2709,20.7057
0deg,HL7,9,3.1700,3.7700,Fender4,136.9652,122.7120,172.1989,8.5605
0deg,HL7,9,3.1700,3.7700,Fender5,142.3837,110.6162,166.1780,3.0627
0deg,HL7,9,3.1700,3.7700,Fender6,147.8042,98.5920,183.3901,4.5629
0deg,HL9,1,0.5000,1.7000,Fender1,136.1035,135.8013,143.2645,1.2048
0deg,HL9,1,0.5000,1.7000,Fender2,134.5487,134.2951,139.0336,0.7003
0deg,HL9,1,0.5000,1.7000,Fender3,132.9957,132.7901,134.9630,0.1695
0deg,HL9,1,0.5000,1.7000,Fender4,131.4437,131.2857,132.7996,0.1334
0deg,HL9,1,0.5000,1.7000,Fender5,129.8934,129.7822,133.4065,0.5094
0deg,HL9,1,0.5000,1.7000,Fender6,128.3458,128.2806,134.2190,0.7123
0deg,HL9,2,0.8300,2.1900,Fender1,134.6891,134.2778,148.6647,2.1257
0deg,HL9,2,0.8300,2.1900,Fender2,133.7317,133.4446,143.2172,1.5703
0deg,HL9,2,0.8300,2.1900,Fender3,132.7741,132.6119,138.4199,0.7882
0deg,HL9,2,0.8300,2.1900,Fender4,131.8090,131.7808,137.4663,1.0680
0deg,HL9,2,0.8300,2.1900,Fender5,130.8549,130.9509,138.9159,1.2046
0deg,HL9,2,0.8300,2.1900,Fender6,129.9026,130.1228,143.4204,1.9382
0deg,HL9,3,1.1700,2.5900,Fender1,133.0844,132.3781,162.7683,4.5978
0deg,HL9,3,1.1700,2.5900,Fender2,132.8239,131.7977,150.4201,2.2972
0deg,HL9,3,1.1700,2.5900,Fender3,132.5739,131.1808,142.9263,0.9170
0deg,HL9,3,1.1700,2.5900,Fender4,132.3268,130.5231,141.7589,1.1477
0deg,HL9,3,1.1700,2.5900,Fender5,132.0705,129.7938,146.0635,2.2014
0deg,HL9,3,1.1700,2.5900,Fender6,131.8254,128.9765,152.6093,2.8108
0deg,HL9,4,1.5000,2.9400,Fender1,131.4450,135.8004,184.4252,7.3017
0deg,HL9,4,1.5000,2.9400,Fender2,131.9605,132.4095,160.6273,3.3541
0deg,HL9,4,1.5000,2.9400,Fender3,132.4671,129.0090,143.5575,1.0999
0deg,HL9,4,1.5000,2.9400,Fender4,132.9757,125.5995,140.4823,0.6815
0deg,HL9,4,1.5000,2.9400,Fender5,133.4963,122.1879,146.3477,2.1247
0deg,HL9,4,1.5000,2.9400,Fender6,133.9981,118.7758,156.2374,2.1759
0deg,HL9,5,1.8300,3.2500,Fender1,128.8512,140.4153,214.9241,12.2106
0deg,HL9,5,1.8300,3.2500,Fender2,130.5022,134.8581,181.9355,8.1760
0deg,HL9,5,1.8300,3.2500,Fender3,132.1614,129.3056,149.1197,1.9542
0deg,HL9,5,1.8300,3.2500,Fender4,133.8214,123.7700,140.3284,0.6195
0deg,HL9,5,1.8300,3.2500,Fender5,135.4698,118.2604,150.6004,2.1468
0deg,HL9,5,1.8300,3.2500,Fender6,137.0667,112.7809,162.5144,2.0003
0deg,HL9,6,2.1700,3.5300,Fender1,127.7985,143.9798,227.0654,12.1531
0deg,HL9,6,2.1700,3.5300,Fender2,130.0813,137.0885,189.2825,8.1431
0deg,HL9,6,2.1700,3.5300,Fender3,132.3641,130.2084,151.5182,1.8351
0deg,HL9,6,2.1700,3.5300,Fender4,134.6226,123.3443,144.2375,1.3990
0deg,HL9,6,2.1700,3.5300,Fender5,136.8446,116.5112,155.4614,2.3507
0deg,HL9,6,2.1700,3.5300,Fender6,139.0676,109.7225,169.3600,3.9850
0deg,HL9,7,2.5000,3.8000,Fender1,124.9729,147.5484,251.0092,14.7867
0deg,HL9,7,2.5000,3.8000,Fender2,128.3837,139.3796,203.2428,8.0590
0deg,HL9,7,2.5000,3.8000,Fender3,131.8043,131.2237,157.6834,2.8164
0deg,HL9,7,2.5000,3.8000,Fender4,135.1642,123.0941,146.0077,1.3559
0deg,HL9,7,2.5000,3.8000,Fender5,138.5353,115.0107,162.8630,2.3263
0deg,HL9,7,2.5000,3.8000,Fender6,141.9002,106.9958,180.8636,4.3034
0deg,HL9,8,2.8300,4.0400,Fender1,121.9228,152.2036,285.1783,25.2069
0deg,HL9,8,2.8300,4.0400,Fender2,126.4306,142.3943,227.6397,17.9392
0deg,HL9,8,2.8300,4.0400,Fender3,130.9647,132.6078,175.8563,11.1555
0deg,HL9,8,2.8300,4.0400,Fender4,135.4804,122.8706,151.6536,2.2333
0deg,HL9,8,2.8300,4.0400,Fender5,140.0088,113.2097,162.8005,2.5745
0deg,HL9,8,2.8300,4.0400,Fender6,144.5399,103.6538,180.1035,3.9486
0deg,HL9,9,3.1700,4.2700,Fender1,120.6137,158.7584,334.6154,38.5713
0deg,HL9,9,3.1700,4.2700,Fender2,126.0105,146.7589,265.2943,26.6701
0deg,HL9,9,3.1700,4.2700,Fender3,131.4173,134.7551,201.1112,17.3322
0deg,HL9,9,3.1700,4.2700,Fender4,136.8165,122.8195,160.5117,5.3497
0deg,HL9,9,3.1700,4.2700,Fender5,142.2121,111.0048,161.7693,2.2551
0deg,HL9,9,3.1700,4.2700,Fender6,147.6085,99.3485,180.2842,4.6572
0deg,HL11,1,0.5000,1.8800,Fender1,136.0930,135.7946,142.9832,1.1462
0deg,HL11,1,0.5000,1.8800,Fender2,134.5392,134.2918,138.8626,0.6757
0deg,HL11,1,0.5000,1.8800,Fender3,132.9960,132.7899,135.0765,0.2104
0deg,HL11,1,0.5000,1.8800,Fender4,131.4440,131.2884,132.7999,0.0972
0deg,HL11,1,0.5000,1.8800,Fender5,129.9042,129.7885,133.2503,0.4571
0deg,HL11,1,0.5000,1.8800,Fender6,128.3553,128.2890,133.9687,0.5017
0deg,HL11,2,0.8300,2.4200,Fender1,134.6697,134.2710,150.6297,2.4116
0deg,HL11,2,0.8300,2.4200,Fender2,133.7222,133.4425,143.8628,1.5199
0deg,HL11,2,0.8300,2.4200,Fender3,132.7659,132.6147,137.9679,0.5765
0deg,HL11,2,0.8300,2.4200,Fender4,131.8202,131.7879,137.0782,0.7983
0deg,HL11,2,0.8300,2.4200,Fender5,130.8668,130.9632,138.4378,1.1730
0deg,HL11,2,0.8300,2.4200,Fender6,129.9238,130.1393,142.5814,1.3384
0deg,HL11,3,1.1700,2.8700,Fender1,133.0763,132.3823,164.6151,4.9619
0deg,HL11,3,1.1700,2.8700,Fender2,132.8260,131.7419,151.1750,2.3828
0deg,HL11,3,1.1700,2.8700,Fender3,132.5773,131.0709,142.4167,0.9047
0deg,HL11,3,1.1700,2.8700,Fender4,132.3299,130.3555,140.8490,0.7017
0deg,HL11,3,1.1700,2.8700,Fender5,132.0833,129.5757,147.8862,2.2589
0deg,HL11,3,1.1700,2.8700,Fender6,131.8483,128.7182,154.9883,3.0599
0deg,HL11,4,1.5000,3.2500,Fender1,131.4452,136.1331,187.0487,8.0625
0deg,HL11,4,1.5000,3.2500,Fender2,131.9620,132.5793,162.8292,4.2521
0deg,HL11,4,1.5000,3.2500,Fender3,132.4695,129.0146,143.9073,1.0997
0deg,HL11,4,1.5000,3.2500,Fender4,132.9877,125.4481,140.0445,0.3263
0deg,HL11,4,1.5000,3.2500,Fender5,133.4980,121.8759,147.9146,2.0945
0deg,HL11,4,1.5000,3.2500,Fender6,134.0189,118.3018,158.9136,3.3070
0deg,HL11,5,1.8300,3.5900,Fender1,128.8554,140.4303,215.3433,12.4463
0deg,HL11,5,1.8300,3.5900,Fender2,130.5085,134.8453,181.8905,7.9169
0deg,HL11,5,1.8300,3.5900,Fender3,132.1677,129.2698,149.1703,1.7086
0deg,HL11,5,1.8300,3.5900,Fender4,133.8281,123.7064,143.5520,1.2074
0deg,HL11,5,1.8300,3.5900,Fender5,135.4639,118.1699,151.0679,2.0583
0deg,HL11,5,1.8300,3.5900,Fender6,137.0619,112.6611,162.9174,3.2756
0deg,HL11,6,2.1700,3.9100,Fender1,127.8554,143.8197,225.9889,9.5045
0deg,HL11,6,2.1700,3.9100,Fender2,130.1164,136.9698,188.2335,5.9630
0deg,HL11,6,2.1700,3.9100,Fender3,132.3786,130.1406,150.7621,1.6474
0deg,HL11,6,2.1700,3.9100,Fender4,134.5816,123.3388,144.2707,1.0610
0deg,HL11,6,2.1700,3.9100,Fender5,136.7839,116.5857,154.6002,1.1063
0deg,HL11,6,2.1700,3.9100,Fender6,138.9842,109.9037,168.1591,2.2301
0deg,HL11,7,2.5000,4.2000,Fender1,125.1004,147.5636,247.8968,15.4800
0deg,HL11,7,2.5000,4.2000,Fender2,128.4791,139.3797,201.4766,8.9505
0deg,HL11,7,2.5000,4.2000,Fender3,131.8219,131.2186,155.9302,2.4791
0deg,HL11,7,2.5000,4.2000,Fender4,135.1500,123.1255,146.4221,1.4391
0deg,HL11,7,2.5000,4.2000,Fender5,138.4781,115.1244,163.6616,4.4130
0deg,HL11,7,2.5000,4.2000,Fender6,141.8159,107.2364,185.5788,8.1966
0deg,HL11,8,2.8300,4.4700,Fender1,122.0124,152.0758,285.2674,22.8386
0deg,HL11,8,2.8300,4.4700,Fender2,126.4910,142.4157,228.7196,15.2960
0deg,HL11,8,2.8300,4.4700,Fender3,130.9728,132.7203,176.0561,9.2552
0deg,HL11,8,2.8300,4.4700,Fender4,135.4582,123.1005,147.7477,1.1073
0deg,HL11,8,2.8300,4.4700,Fender5,139.9454,113.6383,159.5590,2.4644
0deg,HL11,8,2.8300,4.4700,Fender6,144.4365,104.3842,177.4167,4.5027
0deg,HL11,9,3.1700,4.7200,Fender1,120.5816,157.6576,336.0865,28.3318
0deg,HL11,9,3.1700,4.7200,Fender2,125.9528,146.3247,269.2292,20.6858
0deg,HL11,9,3.1700,4.7200,Fender3,131.3286,134.9069,206.1087,14.2239
0deg,HL11,9,3.1700,4.7200,Fender4,136.7037,123.4707,157.3247,3.7154
0deg,HL11,9,3.1700,4.7200,Fender5,142.0710,112.2247,159.7688,1.7718
0deg,HL11,9,3.1700,4.7200,Fender6,147.4498,101.3253,179.5145,4.1082
0deg,HL13,1,0.5000,2.0400,Fender1,136.0934,135.7902,142.4428,0.9362
0deg,HL13,1,0.5000,2.0400,Fender2,134.5391,134.2893,138.5409,0.5475
0deg,HL13,1,0.5000,2.0400,Fender3,132.9957,132.7890,135.0053,0.1931
0deg,HL13,1,0.5000,2.0400,Fender4,131.4444,131.2901,132.8226,0.1012
0deg,HL13,1,0.5000,2.0400,Fender5,129.9049,129.7924,132.9826,0.4475
0deg,HL13,1,0.5000,2.0400,Fender6,128.3564,128.2955,133.5233,0.4709
0deg,HL13,2,0.8300,2.6300,Fender1,134.6609,134.2682,153.1724,3.1954
0deg,HL13,2,0.8300,2.6300,Fender2,133.7134,133.4423,145.5241,1.8867
0deg,HL13,2,0.8300,2.6300,Fender3,132.7662,132.6168,138.2509,0.6026
0deg,HL13,2,0.8300,2.6300,Fender4,131.8210,131.7933,137.8792,1.1724
0deg,HL13,2,0.8300,2.6300,Fender5,130.8776,130.9714,140.2298,1.2568
0deg,HL13,2,0.8300,2.6300,Fender6,129.9352,130.1507,143.8856,1.4059
0deg,HL13,3,1.1700,3.1200,Fender1,133.0573,132.4218,167.0977,5.8398
0deg,HL13,3,1.1700,3.1200,Fender2,132.8171,131.7443,152.8615,3.2469
0deg,HL13,3,1.1700,3.1200,Fender3,132.5685,131.0465,142.1807,0.8751
0deg,HL13,3,1.1700,3.1200,Fender4,132.3309,130.2925,140.4426,0.5331
0deg,HL13,3,1.1700,3.1200,Fender5,132.0842,129.4469,147.2756,2.0705
0deg,HL13,3,1.1700,3.1200,Fender6,131.8498,128.5370,155.8126,3.2570
0deg,HL13,4,1.5000,3.5300,Fender1,131.4435,136.2864,186.6053,7.1552
0deg,HL13,4,1.5000,3.5300,Fender2,131.9607,132.6315,162.4155,3.8533
0deg,HL13,4,1.5000,3.5300,Fender3,132.4686,128.9606,144.3414,1.2878
0deg,HL13,4,1.5000,3.5300,Fender4,132.9870,125.2788,141.4854,1.0085
0deg,HL13,4,1.5000,3.5300,Fender5,133.4976,121.5998,150.7336,2.8908
0deg,HL13,4,1.5000,3.5300,Fender6,134.0170,117.9322,162.7879,4.7671
0deg,HL13,5,1.8300,3.9100,Fender1,128.8856,140.1186,211.8274,11.8308
0deg,HL13,5,1.8300,3.9100,Fender2,130.5263,134.6351,180.8002,7.8870
0deg,HL13,5,1.8300,3.9100,Fender3,132.1679,129.1714,149.1028,1.5905
0deg,HL13,5,1.8300,3.9100,Fender4,133.8076,123.7340,143.9671,1.2084
0deg,HL13,5,1.8300,3.9100,Fender5,135.4196,118.3244,153.0540,2.2866
0deg,HL13,5,1.8300,3.9100,Fender6,136.9966,112.9564,164.3209,3.6430
0deg,HL13,6,2.1700,4.2500,Fender1,127.9154,143.7261,224.5180,8.3906
0deg,HL13,6,2.1700,4.2500,Fender2,130.1573,136.8856,187.5754,5.0401
0deg,HL13,6,2.1700,4.2500,Fender3,132.3747,130.0805,150.9173,1.2976
0deg,HL13,6,2.1700,4.2500,Fender4,134.5447,123.3406,143.5251,0.9267
0deg,HL13,6,2.1700,4.2500,Fender5,136.7273,116.6878,155.4407,2.1401
0deg,HL13,6,2.1700,4.2500,Fender6,138.9095,110.1373,167.8030,2.8985
0deg,HL13,7,2.5000,4.5600,Fender1,125.2019,147.7178,242.9566,13.7023
0deg,HL13,7,2.5000,4.5600,Fender2,128.5406,139.5829,199.3769,7.7938
0deg,HL13,7,2.5000,4.5600,Fender3,131.8363,131.4166,156.2488,2.1494
0deg,HL13,7,2.5000,4.5600,Fender4,135.1340,123.3203,146.7248,1.6452
0deg,HL13,7,2.5000,4.5600,Fender5,138.4437,115.3912,160.4323,3.4361
0deg,HL13,7,2.5000,4.5600,Fender6,141.7466,107.6746,181.5897,7.2169
0deg,HL13,8,2.8300,4.8600,Fender1,122.1196,151.6710,283.4817,21.1076
0deg,HL13,8,2.8300,4.8600,Fender2,126.5591,142.4331,230.7342,15.2471
0deg,HL13,8,2.8300,4.8600,Fender3,130.9984,133.1273,179.9216,10.5841
0deg,HL13,8,2.8300,4.8600,Fender4,135.4431,123.7849,147.0343,1.4630
0deg,HL13,8,2.8300,4.8600,Fender5,139.8833,114.6481,159.3438,2.6660
0deg,HL13,8,2.8300,4.8600,Fender6,144.3083,105.9087,178.3351,5.2920
0deg,HL13,9,3.1700,5.1300,Fender1,120.5434,156.8511,332.2267,31.6374
0deg,HL13,9,3.1700,5.1300,Fender2,125.8895,146.1550,269.0554,25.8987
0deg,HL13,9,3.1700,5.1300,Fender3,131.2236,135.3670,210.3280,19.6626
0deg,HL13,9,3.1700,5.1300,Fender4,136.5698,124.4363,157.4520,4.0062
0deg,HL13,9,3.1700,5.1300,Fender5,141.9179,113.6006,158.7224,2.0424
0deg,HL13,9,3.1700,5.1300,Fender6,147.2643,103.3882,171.0332,1.4852
0deg,HL15,1,0.5000,2.1900,Fender1,136.0838,135.7871,141.8824,0.6925
0deg,HL15,1,0.5000,2.1900,Fender2,134.5395,134.2879,138.2487,0.4480
0deg,HL15,1,0.5000,2.1900,Fender3,132.9861,132.7887,134.9125,0.1509
0deg,HL15,1,0.5000,2.1900,Fender4,131.4545,131.2915,132.8350,0.1218
0deg,HL15,1,0.5000,2.1900,Fender5,129.9050,129.7951,132.9616,0.3931
0deg,HL15,1,0.5000,2.1900,Fender6,128.3664,128.2995,133.6044,0.4740
0deg,HL15,2,0.8300,2.8300,Fender1,134.6618,134.2364,154.9498,4.0522
0deg,HL15,2,0.8300,2.8300,Fender2,133.7135,133.4234,146.8166,2.5445
0deg,HL15,2,0.8300,2.8300,Fender3,132.7670,132.6101,139.0677,0.9049
0deg,HL15,2,0.8300,2.8300,Fender4,131.8220,131.7973,138.6505,1.6018
0deg,HL15,2,0.8300,2.8300,Fender5,130.8786,130.9844,141.6479,1.6795
0deg,HL15,2,0.8300,2.8300,Fender6,129.9464,130.1655,145.2419,1.6623
0deg,HL15,3,1.1700,3.3500,Fender1,133.0573,132.4174,167.3608,6.0658
0deg,HL15,3,1.1700,3.3500,Fender2,132.8171,131.7244,152.5029,2.8591
0deg,HL15,3,1.1700,3.3500,Fender3,132.5689,130.9703,142.3141,0.9610
0deg,HL15,3,1.1700,3.3500,Fender4,132.3315,130.1779,141.4170,0.9499
0deg,HL15,3,1.1700,3.3500,Fender5,132.0849,129.3248,148.6085,1.8533
0deg,HL15,3,1.1700,3.3500,Fender6,131.8496,128.3722,158.0237,3.1863
0deg,HL15,4,1.5000,3.8000,Fender1,131.4708,136.3219,184.0647,6.5107
0deg,HL15,4,1.5000,3.8000,Fender2,131.9669,132.6567,159.9033,2.5621
0deg,HL15,4,1.5000,3.8000,Fender3,132.4740,128.9783,143.8690,0.8924
0deg,HL15,4,1.5000,3.8000,Fender4,132.9825,125.2842,141.5751,0.9169
0deg,HL15,4,1.5000,3.8000,Fender5,133.4827,121.5955,148.3204,1.7975
0deg,HL15,4,1.5000,3.8000,Fender6,133.9934,117.8900,159.6486,3.4993
0deg,HL15,5,1.8300,4.2000,Fender1,129.6698,140.1156,204.1511,9.2022
0deg,HL15,5,1.8300,4.2000,Fender2,131.0467,134.6026,174.1473,6.3126
0deg,HL15,5,1.8300,4.2000,Fender3,132.4157,129.1285,145.9442,0.5446
0deg,HL15,5,1.8300,4.2000,Fender4,133.7936,123.6946,144.9811,1.9070
0deg,HL15,5,1.8300,4.2000,Fender5,135.1350,118.3125,152.0352,1.3278
0deg,HL15,5,1.8300,4.2000,Fender6,136.4463,112.9952,162.7385,3.0166
0deg,HL15,6,2.1700,4.5600,Fender1,127.3493,144.0300,219.8606,6.4057
0deg,HL15,6,2.1700,4.5600,Fender2,129.9029,137.1429,184.8415,4.4673
0deg,HL15,6,2.1700,4.5600,Fender3,132.4082,130.2597,151.4223,1.4109
0deg,HL15,6,2.1700,4.5600,Fender4,134.9069,123.4628,144.3007,1.4894
0deg,HL15,6,2.1700,4.5600,Fender5,137.3969,116.8041,154.2002,2.0256
0deg,HL15,6,2.1700,4.5600,Fender6,139.8993,110.3140,167.4657,2.9446
0deg,HL15,7,2.5000,4.9000,Fender1,125.3120,147.7241,242.4898,11.6625
0deg,HL15,7,2.5000,4.9000,Fender2,128.5871,139.7951,200.0108,6.9556
0deg,HL15,7,2.5000,4.9000,Fender3,131.8535,131.8315,157.8816,2.3997
0deg,HL15,7,2.5000,4.9000,Fender4,135.1292,123.8630,146.5493,1.4617
0deg,HL15,7,2.5000,4.9000,Fender5,138.3980,116.0978,161.0624,4.3960
0deg,HL15,7,2.5000,4.9000,Fender6,141.6803,108.7140,182.4078,8.8891
0deg,HL15,8,2.8300,5.2200,Fender1,122.2729,151.3917,277.5240,20.0361
0deg,HL15,8,2.8300,5.2200,Fender2,126.6638,142.5750,226.9085,15.7344
0deg,HL15,8,2.8300,5.2200,Fender3,131.0403,133.6564,177.9474,11.0137
0deg,HL15,8,2.8300,5.2200,Fender4,135.4090,124.5951,149.6606,1.4601
0deg,HL15,8,2.8300,5.2200,Fender5,139.7808,115.6511,158.6923,1.9606
0deg,HL15,8,2.8300,5.2200,Fender6,144.1433,107.3616,172.5996,3.4690
0deg,HL15,9,3.1700,5.5200,Fender1,120.5021,156.3339,360.5521,44.2289
0deg,HL15,9,3.1700,5.5200,Fender2,125.8039,146.1369,294.1847,35.9024
0deg,HL15,9,3.1700,5.5200,Fender3,131.1010,135.8476,232.5583,28.1517
0deg,HL15,9,3.1700,5.5200,Fender4,136.4158,125.3691,175.3437,11.5267
0deg,HL15,9,3.1700,5.5200,Fender5,141.7219,114.8003,161.2900,4.1254
0deg,HL15,9,3.1700,5.5200,Fender6,147.0228,105.1669,179.3057,6.7070
0deg,HL17,1,0.5000,2.3300,Fender1,136.0838,135.7851,141.5700,0.5858
0deg,HL17,1,0.5000,2.3300,Fender2,134.5397,134.2870,138.2139,0.3446
0deg,HL17,1,0.5000,2.3300,Fender3,132.9861,132.7888,134.9104,0.1364
0deg,HL17,1,0.5000,2.3300,Fender4,131.4545,131.2924,132.8345,0.1179
0deg,HL17,1,0.5000,2.3300,Fender5,129.9050,129.7971,132.8790,0.3488
0deg,HL17,1,0.5000,2.3300,Fender6,128.3668,128.3027,133.4707,0.4872
0deg,HL17,2,0.8300,3.0100,Fender1,134.6519,134.2178,155.5259,4.2126
0deg,HL17,2,0.8300,3.0100,Fender2,133.7139,133.4070,147.3285,2.7140
0deg,HL17,2,0.8300,3.0100,Fender3,132.7672,132.5953,139.2174,0.8401
0deg,HL17,2,0.8300,3.0100,Fender4,131.8224,131.7810,139.5205,1.9889
0deg,HL17,2,0.8300,3.0100,Fender5,130.8792,130.9681,142.0241,1.9065
0deg,HL17,2,0.8300,3.0100,Fender6,129.9464,130.1534,146.5253,2.1009
0deg,HL17,3,1.1700,3.5600,Fender1,133.0569,132.3777,166.5528,5.3206
0deg,HL17,3,1.1700,3.5600,Fender2,132.8167,131.7390,152.4829,2.7235
0deg,HL17,3,1.1700,3.5600,Fender3,132.5681,131.0193,142.7604,1.1718
0deg,HL17,3,1.1700,3.5600,Fender4,132.3308,130.2207,140.9851,0.6212
0deg,HL17,3,1.1700,3.5600,Fender5,132.0835,129.3247,150.3164,2.4387
0deg,HL17,3,1.1700,3.5600,Fender6,131.8496,128.3148,160.4889,4.0731
0deg,HL17,4,1.5000,4.0400,Fender1,131.4760,136.3935,181.8993,5.8490
0deg,HL17,4,1.5000,4.0400,Fender2,131.9714,132.6802,158.5456,2.7766
0deg,HL17,4,1.5000,4.0400,Fender3,132.4695,128.9486,144.1413,1.0845
0deg,HL17,4,1.5000,4.0400,Fender4,132.9677,125.1981,141.7191,1.0866
0deg,HL17,4,1.5000,4.0400,Fender5,133.4675,121.4470,148.4895,1.8811
0deg,HL17,4,1.5000,4.0400,Fender6,133.9674,117.6985,159.6623,3.4474
0deg,HL17,5,1.8300,4.4700,Fender1,129.6965,140.2554,200.1285,7.1358
0deg,HL17,5,1.8300,4.4700,Fender2,131.0644,134.7173,172.0324,4.3247
0deg,HL17,5,1.8300,4.4700,Fender3,132.4314,129.2012,146.1036,0.7062
0deg,HL17,5,1.8300,4.4700,Fender4,133.7890,123.7558,142.9101,1.2173
0deg,HL17,5,1.8300,4.4700,Fender5,135.1020,118.3940,152.0157,1.9465
0deg,HL17,5,1.8300,4.4700,Fender6,136.4143,113.1305,163.0755,3.7521
0deg,HL17,6,2.1700,4.8600,Fender1,127.3893,144.3511,212.9444,4.5176
0deg,HL17,6,2.1700,4.8600,Fender2,129.9184,137.4848,181.8208,3.3233
0deg,HL17,6,2.1700,4.8600,Fender3,132.3950,130.6315,150.5904,0.7733
0deg,HL17,6,2.1700,4.8600,Fender4,134.8745,123.7876,143.9132,1.8812
0deg,HL17,6,2.1700,4.8600,Fender5,137.3448,117.1543,153.9416,1.4581
0deg,HL17,6,2.1700,4.8600,Fender6,139.8281,110.8143,166.3803,1.4978
0deg,HL17,7,2.5000,5.2200,Fender1,125.4255,147.7838,231.4750,6.2882
0deg,HL17,7,2.5000,5.2200,Fender2,128.6569,140.1084,192.2199,3.9664
0deg,HL17,7,2.5000,5.2200,Fender3,131.8801,132.3614,156.6439,1.5410
