heading,line,cond_num,Hs,Tp,dof,static_val,dyn_mean,dyn_max,dyn_std
45deg,HL21,9,3.1700,6.5300,yaw,-0.0173,-0.0229,0.0899,0.0120
45deg,HL23,1,0.5000,2.7100,surge,4.8021,4.8019,4.8059,0.0002
45deg,HL23,1,0.5000,2.7100,sway,-17.9580,-17.9583,-17.9514,0.0009
45deg,HL23,1,0.5000,2.7100,heave,0.0015,0.0008,0.0016,0.0000
45deg,HL23,1,0.5000,2.7100,roll,-0.0534,-0.0522,-0.0324,0.0017
45deg,HL23,1,0.5000,2.7100,pitch,-0.0002,-0.0001,0.0002,0.0000
45deg,HL23,1,0.5000,2.7100,yaw,-0.0036,-0.0036,-0.0022,0.0001
45deg,HL23,2,0.8300,3.5000,surge,4.8041,4.8039,4.8150,0.0015
45deg,HL23,2,0.8300,3.5000,sway,-17.9540,-17.9538,-17.9333,0.0022
45deg,HL23,2,0.8300,3.5000,heave,0.0009,0.0002,0.0021,0.0001
45deg,HL23,2,0.8300,3.5000,roll,-0.0378,-0.0367,0.0008,0.0014
45deg,HL23,2,0.8300,3.5000,pitch,-0.0002,-0.0001,0.0017,0.0001
45deg,HL23,2,0.8300,3.5000,yaw,-0.0050,-0.0049,-0.0013,0.0003
45deg,HL23,3,1.1700,4.1500,surge,4.8063,4.8060,4.8256,0.0028
45deg,HL23,3,1.1700,4.1500,sway,-17.9490,-17.9484,-17.9117,0.0024
45deg,HL23,3,1.1700,4.1500,heave,0.0001,-0.0004,0.0045,0.0005
45deg,HL23,3,1.1700,4.1500,roll,-0.0219,-0.0208,0.0444,0.0022
45deg,HL23,3,1.1700,4.1500,pitch,-0.0001,-0.0000,0.0071,0.0004
45deg,HL23,3,1.1700,4.1500,yaw,-0.0066,-0.0064,0.0010,0.0004
45deg,HL23,4,1.5000,4.7000,surge,4.8078,4.8107,4.8382,0.0028
45deg,HL23,4,1.5000,4.7000,sway,-17.9430,-17.9426,-17.8874,0.0011
45deg,HL23,4,1.5000,4.7000,heave,-0.0005,-0.0011,0.0091,0.0005
45deg,HL23,4,1.5000,4.7000,roll,-0.0068,-0.0078,0.0848,0.0052
45deg,HL23,4,1.5000,4.7000,pitch,-0.0001,0.0001,0.0199,0.0012
45deg,HL23,4,1.5000,4.7000,yaw,-0.0082,-0.0081,0.0067,0.0016
45deg,HL23,5,1.8300,5.2000,surge,4.8101,4.8452,4.9042,0.0078
45deg,HL23,5,1.8300,5.2000,sway,-17.9360,-17.9363,-17.8339,0.0096
45deg,HL23,5,1.8300,5.2000,heave,-0.0013,-0.0019,0.0190,0.0009
45deg,HL23,5,1.8300,5.2000,roll,0.0104,-0.0001,0.1854,0.0263
45deg,HL23,5,1.8300,5.2000,pitch,-0.0000,0.0001,0.0439,0.0034
45deg,HL23,5,1.8300,5.2000,yaw,-0.0100,-0.0110,0.0110,0.0016
45deg,HL23,6,2.1700,5.6500,surge,4.8126,4.9024,4.9750,0.0069
45deg,HL23,6,2.1700,5.6500,sway,-17.9280,-17.9278,-17.7675,0.0179
45deg,HL23,6,2.1700,5.6500,heave,-0.0021,-0.0024,0.0339,0.0011
45deg,HL23,6,2.1700,5.6500,roll,0.0286,0.0279,0.3076,0.0347
45deg,HL23,6,2.1700,5.6500,pitch,-0.0000,0.0000,0.0868,0.0072
45deg,HL23,6,2.1700,5.6500,yaw,-0.0119,-0.0150,0.0324,0.0068
45deg,HL23,7,2.5000,6.0700,surge,4.8139,4.9215,5.0365,0.0157
45deg,HL23,7,2.5000,6.0700,sway,-17.9180,-17.9184,-17.6705,0.0361
45deg,HL23,7,2.5000,6.0700,heave,-0.0031,-0.0029,0.0616,0.0044
45deg,HL23,7,2.5000,6.0700,roll,0.0471,0.0530,0.3998,0.0321
45deg,HL23,7,2.5000,6.0700,pitch,0.0000,-0.0000,0.1330,0.0105
45deg,HL23,7,2.5000,6.0700,yaw,-0.0136,-0.0173,0.0462,0.0062
45deg,HL23,8,2.8300,6.4600,surge,4.8184,4.9404,5.1156,0.0275
45deg,HL23,8,2.8300,6.4600,sway,-17.9080,-17.9074,-17.5444,0.0507
45deg,HL23,8,2.8300,6.4600,heave,-0.0039,-0.0034,0.1000,0.0090
45deg,HL23,8,2.8300,6.4600,roll,0.0668,0.0846,0.6569,0.0696
45deg,HL23,8,2.8300,6.4600,pitch,0.0001,-0.0000,0.1928,0.0093
45deg,HL23,8,2.8300,6.4600,yaw,-0.0151,-0.0195,0.0635,0.0064
45deg,HL23,9,3.1700,6.8300,surge,4.8219,4.9684,5.3369,0.0843
45deg,HL23,9,3.1700,6.8300,sway,-17.8960,-17.8943,-17.3553,0.0892
45deg,HL23,9,3.1700,6.8300,heave,-0.0048,-0.0038,0.1431,0.0125
45deg,HL23,9,3.1700,6.8300,roll,0.0882,0.1261,0.9185,0.0909
45deg,HL23,9,3.1700,6.8300,pitch,0.0001,-0.0001,0.2598,0.0083
45deg,HL23,9,3.1700,6.8300,yaw,-0.0166,-0.0225,0.0928,0.0068
45deg,HL25,1,0.5000,2.8300,surge,4.8021,4.8019,4.8058,0.0002
45deg,HL25,1,0.5000,2.8300,sway,-17.9580,-17.9583,-17.9517,0.0006
45deg,HL25,1,0.5000,2.8300,heave,0.0015,0.0008,0.0016,0.0000
45deg,HL25,1,0.5000,2.8300,roll,-0.0534,-0.0522,-0.0321,0.0017
45deg,HL25,1,0.5000,2.8300,pitch,-0.0002,-0.0001,0.0002,0.0000
45deg,HL25,1,0.5000,2.8300,yaw,-0.0036,-0.0036,-0.0022,0.0001
45deg,HL25,2,0.8300,3.6500,surge,4.8041,4.8039,4.8145,0.0013
45deg,HL25,2,0.8300,3.6500,sway,-17.9540,-17.9538,-17.9342,0.0021
45deg,HL25,2,0.8300,3.6500,heave,0.0009,0.0002,0.0022,0.0001
45deg,HL25,2,0.8300,3.6500,roll,-0.0378,-0.0367,0.0025,0.0026
45deg,HL25,2,0.8300,3.6500,pitch,-0.0002,-0.0001,0.0023,0.0002
45deg,HL25,2,0.8300,3.6500,yaw,-0.0050,-0.0049,-0.0012,0.0002
45deg,HL25,3,1.1700,4.3200,surge,4.8063,4.8060,4.8237,0.0017
45deg,HL25,3,1.1700,4.3200,sway,-17.9490,-17.9484,-17.9137,0.0026
45deg,HL25,3,1.1700,4.3200,heave,0.0001,-0.0004,0.0051,0.0003
45deg,HL25,3,1.1700,4.3200,roll,-0.0219,-0.0208,0.0510,0.0073
45deg,HL25,3,1.1700,4.3200,pitch,-0.0001,-0.0000,0.0097,0.0008
45deg,HL25,3,1.1700,4.3200,yaw,-0.0066,-0.0064,0.0021,0.0008
45deg,HL25,4,1.5000,4.9000,surge,4.8078,4.8131,4.8425,0.0039
45deg,HL25,4,1.5000,4.9000,sway,-17.9430,-17.9428,-17.8819,0.0045
45deg,HL25,4,1.5000,4.9000,heave,-0.0005,-0.0012,0.0131,0.0012
45deg,HL25,4,1.5000,4.9000,roll,-0.0068,-0.0133,0.0908,0.0092
45deg,HL25,4,1.5000,4.9000,pitch,-0.0001,0.0002,0.0251,0.0012
45deg,HL25,4,1.5000,4.9000,yaw,-0.0082,-0.0081,0.0087,0.0016
45deg,HL25,5,1.8300,5.4200,surge,4.8101,4.8599,4.9195,0.0049
45deg,HL25,5,1.8300,5.4200,sway,-17.9360,-17.9367,-17.8274,0.0109
45deg,HL25,5,1.8300,5.4200,heave,-0.0013,-0.0021,0.0230,0.0007
45deg,HL25,5,1.8300,5.4200,roll,0.0105,-0.0092,0.1649,0.0162
45deg,HL25,5,1.8300,5.4200,pitch,-0.0000,0.0001,0.0575,0.0049
45deg,HL25,5,1.8300,5.4200,yaw,-0.0099,-0.0116,0.0184,0.0035
45deg,HL25,6,2.1700,5.8900,surge,4.8127,4.9025,4.9914,0.0076
45deg,HL25,6,2.1700,5.8900,sway,-17.9270,-17.9281,-17.7634,0.0151
45deg,HL25,6,2.1700,5.8900,heave,-0.0021,-0.0026,0.0442,0.0025
45deg,HL25,6,2.1700,5.8900,roll,0.0288,0.0158,0.2924,0.0331
45deg,HL25,6,2.1700,5.8900,pitch,-0.0000,0.0000,0.0987,0.0060
45deg,HL25,6,2.1700,5.8900,yaw,-0.0117,-0.0149,0.0343,0.0053
45deg,HL25,7,2.5000,6.3300,surge,4.8141,4.9198,5.0443,0.0113
45deg,HL25,7,2.5000,6.3300,sway,-17.9180,-17.9184,-17.6757,0.0324
45deg,HL25,7,2.5000,6.3300,heave,-0.0031,-0.0031,0.0743,0.0059
45deg,HL25,7,2.5000,6.3300,roll,0.0475,0.0428,0.4229,0.0338
45deg,HL25,7,2.5000,6.3300,pitch,0.0000,-0.0000,0.1567,0.0111
45deg,HL25,7,2.5000,6.3300,yaw,-0.0132,-0.0169,0.0543,0.0055
45deg,HL25,8,2.8300,6.7400,surge,4.8187,4.9408,5.1148,0.0160
45deg,HL25,8,2.8300,6.7400,sway,-17.9070,-17.9070,-17.5437,0.0529
45deg,HL25,8,2.8300,6.7400,heave,-0.0039,-0.0035,0.1136,0.0092
45deg,HL25,8,2.8300,6.7400,roll,0.0673,0.0777,0.7262,0.0872
45deg,HL25,8,2.8300,6.7400,pitch,0.0001,-0.0000,0.2216,0.0087
45deg,HL25,8,2.8300,6.7400,yaw,-0.0147,-0.0192,0.0721,0.0042
45deg,HL27,1,0.5000,2.9400,surge,4.8021,4.8019,4.8062,0.0003
45deg,HL27,1,0.5000,2.9400,sway,-17.9580,-17.9583,-17.9517,0.0004
45deg,HL27,1,0.5000,2.9400,heave,0.0015,0.0008,0.0016,0.0000
45deg,HL27,1,0.5000,2.9400,roll,-0.0534,-0.0522,-0.0325,0.0018
45deg,HL27,1,0.5000,2.9400,pitch,-0.0002,-0.0001,0.0003,0.0000
45deg,HL27,1,0.5000,2.9400,yaw,-0.0036,-0.0036,-0.0022,0.0001
45deg,HL27,2,0.8300,3.8000,surge,4.8041,4.8039,4.8153,0.0016
45deg,HL27,2,0.8300,3.8000,sway,-17.9540,-17.9538,-17.9338,0.0020
45deg,HL27,2,0.8300,3.8000,heave,0.0009,0.0002,0.0025,0.0001
45deg,HL27,2,0.8300,3.8000,roll,-0.0378,-0.0367,0.0005,0.0024
45deg,HL27,2,0.8300,3.8000,pitch,-0.0002,-0.0001,0.0031,0.0003
45deg,HL27,2,0.8300,3.8000,yaw,-0.0050,-0.0049,-0.0010,0.0002
45deg,HL27,3,1.1700,4.4900,surge,4.8063,4.8061,4.8243,0.0017
45deg,HL27,3,1.1700,4.4900,sway,-17.9490,-17.9484,-17.9150,0.0012
45deg,HL27,3,1.1700,4.4900,heave,0.0001,-0.0004,0.0064,0.0004
45deg,HL27,3,1.1700,4.4900,roll,-0.0219,-0.0209,0.0459,0.0050
45deg,HL27,3,1.1700,4.4900,pitch,-0.0001,-0.0000,0.0125,0.0010
45deg,HL27,3,1.1700,4.4900,yaw,-0.0065,-0.0064,0.0022,0.0006
45deg,HL27,4,1.5000,5.0900,surge,4.8078,4.8146,4.8468,0.0042
45deg,HL27,4,1.5000,5.0900,sway,-17.9420,-17.9432,-17.8759,0.0075
45deg,HL27,4,1.5000,5.0900,heave,-0.0005,-0.0013,0.0145,0.0010
45deg,HL27,4,1.5000,5.0900,roll,-0.0067,-0.0209,0.1035,0.0129
45deg,HL27,4,1.5000,5.0900,pitch,-0.0001,0.0001,0.0325,0.0022
45deg,HL27,4,1.5000,5.0900,yaw,-0.0081,-0.0082,0.0079,0.0012
45deg,HL27,5,1.8300,5.6300,surge,4.8101,4.8721,4.9303,0.0050
45deg,HL27,5,1.8300,5.6300,sway,-17.9350,-17.9371,-17.8231,0.0121
45deg,HL27,5,1.8300,5.6300,heave,-0.0013,-0.0022,0.0287,0.0019
45deg,HL27,5,1.8300,5.6300,roll,0.0106,-0.0190,0.1930,0.0261
45deg,HL27,5,1.8300,5.6300,pitch,-0.0001,0.0000,0.0695,0.0055
45deg,HL27,5,1.8300,5.6300,yaw,-0.0099,-0.0120,0.0269,0.0059
45deg,HL27,6,2.1700,6.1200,surge,4.8128,4.8999,4.9972,0.0083
45deg,HL27,6,2.1700,6.1200,sway,-17.9270,-17.9283,-17.7594,0.0137
45deg,HL27,6,2.1700,6.1200,heave,-0.0021,-0.0028,0.0561,0.0045
45deg,HL27,6,2.1700,6.1200,roll,0.0290,0.0068,0.3038,0.0188
45deg,HL27,6,2.1700,6.1200,pitch,-0.0000,-0.0000,0.1175,0.0086
45deg,HL27,6,2.1700,6.1200,yaw,-0.0115,-0.0146,0.0422,0.0057
45deg,HL27,7,2.5000,6.5800,surge,4.8143,4.9178,5.0561,0.0169
45deg,HL27,7,2.5000,6.5800,sway,-17.9170,-17.9182,-17.6549,0.0310
45deg,HL27,7,2.5000,6.5800,heave,-0.0031,-0.0032,0.0888,0.0064
45deg,HL27,7,2.5000,6.5800,roll,0.0479,0.0362,0.4574,0.0318
45deg,HL27,7,2.5000,6.5800,pitch,0.0000,-0.0000,0.1785,0.0070
45deg,HL27,7,2.5000,6.5800,yaw,-0.0129,-0.0166,0.0597,0.0056
45deg,HL29,1,0.5000,3.0500,surge,4.8021,4.8019,4.8064,0.0004
45deg,HL29,1,0.5000,3.0500,sway,-17.9580,-17.9583,-17.9517,0.0003
45deg,HL29,1,0.5000,3.0500,heave,0.0015,0.0008,0.0016,0.0000
45deg,HL29,1,0.5000,3.0500,roll,-0.0534,-0.0522,-0.0320,0.0017
45deg,HL29,1,0.5000,3.0500,pitch,-0.0002,-0.0001,0.0004,0.0001
45deg,HL29,1,0.5000,3.0500,yaw,-0.0036,-0.0036,-0.0022,0.0001
45deg,HL29,2,0.8300,3.9300,surge,4.8041,4.8039,4.8146,0.0014
45deg,HL29,2,0.8300,3.9300,sway,-17.9540,-17.9537,-17.9355,0.0010
45deg,HL29,2,0.8300,3.9300,heave,0.0009,0.0002,0.0029,0.0002
45deg,HL29,2,0.8300,3.9300,roll,-0.0378,-0.0367,0.0028,0.0022
45deg,HL29,2,0.8300,3.9300,pitch,-0.0002,-0.0001,0.0034,0.0002
45deg,HL29,2,0.8300,3.9300,yaw,-0.0050,-0.0049,-0.0006,0.0004
45deg,HL29,3,1.1700,4.6600,surge,4.8063,4.8062,4.8241,0.0014
45deg,HL29,3,1.1700,4.6600,sway,-17.9480,-17.9484,-17.9145,0.0010
45deg,HL29,3,1.1700,4.6600,heave,0.0001,-0.0004,0.0070,0.0002
45deg,HL29,3,1.1700,4.6600,roll,-0.0218,-0.0213,0.0468,0.0052
45deg,HL29,3,1.1700,4.6600,pitch,-0.0001,0.0000,0.0149,0.0009
45deg,HL29,3,1.1700,4.6600,yaw,-0.0065,-0.0064,0.0029,0.0008
45deg,HL29,4,1.5000,5.2800,surge,4.8078,4.8187,4.8517,0.0040
45deg,HL29,4,1.5000,5.2800,sway,-17.9420,-17.9437,-17.8736,0.0065
45deg,HL29,4,1.5000,5.2800,heave,-0.0005,-0.0015,0.0195,0.0020
45deg,HL29,4,1.5000,5.2800,roll,-0.0067,-0.0319,0.1050,0.0165
45deg,HL29,4,1.5000,5.2800,pitch,-0.0001,0.0001,0.0430,0.0046
45deg,HL29,4,1.5000,5.2800,yaw,-0.0081,-0.0083,0.0091,0.0007
45deg,HL29,5,1.8300,5.8400,surge,4.8102,4.8793,4.9463,0.0055
45deg,HL29,5,1.8300,5.8400,sway,-17.9350,-17.9374,-17.8172,0.0138
45deg,HL29,5,1.8300,5.8400,heave,-0.0013,-0.0024,0.0343,0.0015
45deg,HL29,5,1.8300,5.8400,roll,0.0107,-0.0273,0.1762,0.0205
45deg,HL29,5,1.8300,5.8400,pitch,-0.0001,0.0000,0.0835,0.0047
45deg,HL29,5,1.8300,5.8400,yaw,-0.0098,-0.0122,0.0287,0.0054
45deg,HL29,6,2.1700,6.3400,surge,4.8129,4.8975,5.0008,0.0111
45deg,HL29,6,2.1700,6.3400,sway,-17.9270,-17.9283,-17.7595,0.0142
45deg,HL29,6,2.1700,6.3400,heave,-0.0021,-0.0029,0.0681,0.0064
45deg,HL29,6,2.1700,6.3400,roll,0.0293,-0.0006,0.3288,0.0296
45deg,HL29,6,2.1700,6.3400,pitch,-0.0000,-0.0000,0.1369,0.0086
45deg,HL29,6,2.1700,6.3400,yaw,-0.0113,-0.0143,0.0471,0.0050
45deg,HL29,7,2.5000,6.8100,surge,4.8159,4.9179,5.0694,0.0137
45deg,HL29,7,2.5000,6.8100,sway,-17.9170,-17.9181,-17.6586,0.0292
45deg,HL29,7,2.5000,6.8100,heave,-0.0030,-0.0033,0.1069,0.0090
45deg,HL29,7,2.5000,6.8100,roll,0.0484,0.0313,0.5501,0.0566
45deg,HL29,7,2.5000,6.8100,pitch,0.0000,-0.0000,0.2004,0.0041
45deg,HL29,7,2.5000,6.8100,yaw,-0.0126,-0.0163,0.0670,0.0046
90deg,HL7,1,0.5000,1.5000,surge,4.7983,4.7980,4.7999,0.0001
90deg,HL7,1,0.5000,1.5000,sway,-17.9550,-17.9547,-17.9425,0.0013
90deg,HL7,1,0.5000,1.5000,heave,0.0009,0.0003,0.0017,0.0001
90deg,HL7,1,0.5000,1.5000,roll,-0.0397,-0.0385,-0.0061,0.0022
90deg,HL7,1,0.5000,1.5000,pitch,-0.0001,-0.0000,0.0002,0.0000
90deg,HL7,1,0.5000,1.5000,yaw,-0.0031,-0.0032,-0.0020,0.0001
90deg,HL7,2,0.8300,1.9300,surge,4.7975,4.7972,4.8020,0.0004
90deg,HL7,2,0.8300,1.9300,sway,-17.9470,-17.9468,-17.9046,0.0077
90deg,HL7,2,0.8300,1.9300,heave,-0.0002,-0.0007,0.0022,0.0002
90deg,HL7,2,0.8300,1.9300,roll,-0.0153,-0.0141,0.0456,0.0043
90deg,HL7,2,0.8300,1.9300,pitch,-0.0000,0.0000,0.0007,0.0001
90deg,HL7,2,0.8300,1.9300,yaw,-0.0041,-0.0042,-0.0012,0.0003
90deg,HL7,3,1.1700,2.2900,surge,4.7967,4.7961,4.8059,0.0009
90deg,HL7,3,1.1700,2.2900,sway,-17.9380,-17.9372,-17.8632,0.0119
90deg,HL7,3,1.1700,2.2900,heave,-0.0013,-0.0017,0.0037,0.0005
90deg,HL7,3,1.1700,2.2900,roll,0.0101,0.0121,0.1070,0.0041
90deg,HL7,3,1.1700,2.2900,pitch,0.0001,0.0001,0.0013,0.0001
90deg,HL7,3,1.1700,2.2900,yaw,-0.0054,-0.0054,0.0011,0.0008
90deg,HL7,4,1.5000,2.5900,surge,4.7928,4.7954,4.8120,0.0016
90deg,HL7,4,1.5000,2.5900,sway,-17.9270,-17.9260,-17.8170,0.0066
90deg,HL7,4,1.5000,2.5900,heave,-0.0022,-0.0026,0.0062,0.0008
90deg,HL7,4,1.5000,2.5900,roll,0.0375,0.0422,0.2065,0.0138
90deg,HL7,4,1.5000,2.5900,pitch,0.0002,0.0002,0.0027,0.0001
90deg,HL7,4,1.5000,2.5900,yaw,-0.0079,-0.0068,0.0046,0.0010
90deg,HL7,5,1.8300,2.8700,surge,4.7921,4.8031,4.8379,0.0094
90deg,HL7,5,1.8300,2.8700,sway,-17.9140,-17.9111,-17.7116,0.0180
90deg,HL7,5,1.8300,2.8700,heave,-0.0029,-0.0029,0.0112,0.0009
90deg,HL7,5,1.8300,2.8700,roll,0.0644,0.1147,0.3578,0.0283
90deg,HL7,5,1.8300,2.8700,pitch,0.0002,0.0002,0.0043,0.0001
90deg,HL7,5,1.8300,2.8700,yaw,-0.0094,-0.0087,0.0134,0.0036
90deg,HL7,6,2.1700,3.1200,surge,4.7935,4.7937,4.8405,0.0082
90deg,HL7,6,2.1700,3.1200,sway,-17.9000,-17.8952,-17.5588,0.0471
90deg,HL7,6,2.1700,3.1200,heave,-0.0055,-0.0035,0.0181,0.0015
90deg,HL7,6,2.1700,3.1200,roll,0.0955,0.1705,0.6467,0.1029
90deg,HL7,6,2.1700,3.1200,pitch,0.0005,0.0003,0.0067,0.0002
90deg,HL7,6,2.1700,3.1200,yaw,-0.0104,-0.0102,0.0377,0.0113
90deg,HL7,7,2.5000,3.3500,surge,4.7922,4.7745,4.8453,0.0099
90deg,HL7,7,2.5000,3.3500,sway,-17.8840,-17.8788,-17.2688,0.0947
90deg,HL7,7,2.5000,3.3500,heave,-0.0069,-0.0044,0.0255,0.0019
90deg,HL7,7,2.5000,3.3500,roll,0.1263,0.2106,1.1371,0.0779
90deg,HL7,7,2.5000,3.3500,pitch,0.0007,0.0004,0.0099,0.0006
90deg,HL7,7,2.5000,3.3500,yaw,-0.0123,-0.0116,0.1024,0.0287
90deg,HL7,8,2.8300,3.5600,surge,4.7904,4.7574,4.8898,0.0329
90deg,HL7,8,2.8300,3.5600,sway,-17.8670,-17.8595,-16.7069,0.2529
90deg,HL7,8,2.8300,3.5600,heave,-0.0081,-0.0052,0.0392,0.0028
90deg,HL7,8,2.8300,3.5600,roll,0.1569,0.2590,1.3411,0.1338
90deg,HL7,8,2.8300,3.5600,pitch,0.0009,0.0004,0.0137,0.0010
90deg,HL7,8,2.8300,3.5600,yaw,-0.0141,-0.0137,0.2345,0.0733
90deg,HL7,9,3.1700,3.7700,surge,4.7883,4.7459,4.9281,0.0400
90deg,HL7,9,3.1700,3.7700,sway,-17.8480,-17.8357,-16.1377,0.3854
90deg,HL7,9,3.1700,3.7700,heave,-0.0090,-0.0060,0.0579,0.0054
90deg,HL7,9,3.1700,3.7700,roll,0.1894,0.3126,2.0563,0.3052
90deg,HL7,9,3.1700,3.7700,pitch,0.0010,0.0005,0.0185,0.0015
90deg,HL7,9,3.1700,3.7700,yaw,-0.0160,-0.0175,0.2774,0.0543
90deg,HL9,1,0.5000,1.7000,surge,4.7989,4.7982,4.8001,0.0002
90deg,HL9,1,0.5000,1.7000,sway,-17.9640,-17.9565,-17.9403,0.0049
90deg,HL9,1,0.5000,1.7000,heave,0.0017,0.0004,0.0019,0.0002
90deg,HL9,1,0.5000,1.7000,roll,-0.1094,-0.0525,-0.0090,0.0364
90deg,HL9,1,0.5000,1.7000,pitch,-0.0002,-0.0000,0.0002,0.0000
90deg,HL9,1,0.5000,1.7000,yaw,-0.0019,-0.0030,-0.0014,0.0003
90deg,HL9,2,0.8300,2.1900,surge,4.7985,4.7974,4.8025,0.0006
90deg,HL9,2,0.8300,2.1900,sway,-17.9610,-17.9495,-17.9081,0.0067
90deg,HL9,2,0.8300,2.1900,heave,0.0006,-0.0003,0.0037,0.0009
90deg,HL9,2,0.8300,2.1900,roll,-0.0930,-0.0302,0.0422,0.0412
90deg,HL9,2,0.8300,2.1900,pitch,0.0000,0.0000,0.0007,0.0001
90deg,HL9,2,0.8300,2.1900,yaw,-0.0022,-0.0038,0.0002,0.0008
90deg,HL9,3,1.1700,2.5900,surge,4.7982,4.7963,4.8064,0.0006
90deg,HL9,3,1.1700,2.5900,sway,-17.9550,-17.9416,-17.8728,0.0096
90deg,HL9,3,1.1700,2.5900,heave,0.0022,-0.0014,0.0045,0.0007
90deg,HL9,3,1.1700,2.5900,roll,-0.0752,-0.0239,0.1163,0.0808
90deg,HL9,3,1.1700,2.5900,pitch,-0.0002,0.0001,0.0019,0.0002
90deg,HL9,3,1.1700,2.5900,yaw,-0.0027,-0.0049,0.0045,0.0017
90deg,HL9,4,1.5000,2.9400,surge,4.7977,4.7980,4.8237,0.0060
90deg,HL9,4,1.5000,2.9400,sway,-17.9490,-17.9327,-17.7910,0.0137
90deg,HL9,4,1.5000,2.9400,heave,0.0021,-0.0026,0.0083,0.0009
90deg,HL9,4,1.5000,2.9400,roll,-0.0632,-0.0208,0.2149,0.1053
90deg,HL9,4,1.5000,2.9400,pitch,-0.0002,0.0002,0.0038,0.0002
90deg,HL9,4,1.5000,2.9400,yaw,-0.0034,-0.0062,0.0089,0.0024
90deg,HL9,5,1.8300,3.2500,surge,4.7969,4.7898,4.8273,0.0075
90deg,HL9,5,1.8300,3.2500,sway,-17.9410,-17.9208,-17.6757,0.0333
90deg,HL9,5,1.8300,3.2500,heave,0.0019,-0.0034,0.0142,0.0014
90deg,HL9,5,1.8300,3.2500,roll,-0.0575,0.0081,0.4259,0.1854
90deg,HL9,5,1.8300,3.2500,pitch,-0.0002,0.0002,0.0068,0.0005
90deg,HL9,5,1.8300,3.2500,yaw,-0.0042,-0.0074,0.0263,0.0077
90deg,HL9,6,2.1700,3.5300,surge,4.7961,4.7737,4.8341,0.0137
90deg,HL9,6,2.1700,3.5300,sway,-17.9320,-17.9076,-17.5137,0.0589
90deg,HL9,6,2.1700,3.5300,heave,0.0016,-0.0044,0.0228,0.0019
90deg,HL9,6,2.1700,3.5300,roll,-0.0505,0.0296,0.8091,0.2420
90deg,HL9,6,2.1700,3.5300,pitch,-0.0002,0.0003,0.0101,0.0005
90deg,HL9,6,2.1700,3.5300,yaw,-0.0051,-0.0083,0.0637,0.0169
90deg,HL9,7,2.5000,3.8000,surge,4.7953,4.7657,4.8544,0.0136
90deg,HL9,7,2.5000,3.8000,sway,-17.9210,-17.8935,-17.1527,0.1383
90deg,HL9,7,2.5000,3.8000,heave,0.0014,-0.0054,0.0435,0.0038
90deg,HL9,7,2.5000,3.8000,roll,-0.0425,0.0491,1.2257,0.3195
90deg,HL9,7,2.5000,3.8000,pitch,-0.0001,0.0004,0.0143,0.0006
90deg,HL9,7,2.5000,3.8000,yaw,-0.0061,-0.0098,0.1326,0.0408
90deg,HL9,8,2.8300,4.0400,surge,4.7945,4.7625,4.8959,0.0301
90deg,HL9,8,2.8300,4.0400,sway,-17.9090,-17.8773,-16.7363,0.2367
90deg,HL9,8,2.8300,4.0400,heave,0.0010,-0.0063,0.0639,0.0044
90deg,HL9,8,2.8300,4.0400,roll,-0.0334,0.0726,1.3269,0.3058
90deg,HL9,8,2.8300,4.0400,pitch,-0.0001,0.0005,0.0186,0.0013
90deg,HL9,8,2.8300,4.0400,yaw,-0.0069,-0.0122,0.1678,0.0450
90deg,HL9,9,3.1700,4.2700,surge,4.7936,4.7578,4.9357,0.0471
90deg,HL9,9,3.1700,4.2700,sway,-17.8950,-17.8569,-16.1943,0.3193
90deg,HL9,9,3.1700,4.2700,heave,0.0006,-0.0071,0.1062,0.0060
90deg,HL9,9,3.1700,4.2700,roll,-0.0229,0.1056,1.7230,0.2768
90deg,HL9,9,3.1700,4.2700,pitch,-0.0000,0.0006,0.0244,0.0016
90deg,HL9,9,3.1700,4.2700,yaw,-0.0078,-0.0163,0.2246,0.0311
90deg,HL11,1,0.5000,1.8800,surge,4.7982,4.7980,4.7999,0.0001
90deg,HL11,1,0.5000,1.8800,sway,-17.9550,-17.9546,-17.9373,0.0032
90deg,HL11,1,0.5000,1.8800,heave,0.0009,0.0003,0.0016,0.0001
90deg,HL11,1,0.5000,1.8800,roll,-0.0396,-0.0384,-0.0087,0.0019
90deg,HL11,1,0.5000,1.8800,pitch,-0.0001,-0.0000,0.0002,0.0000
90deg,HL11,1,0.5000,1.8800,yaw,-0.0031,-0.0032,-0.0018,0.0001
90deg,HL11,2,0.8300,2.4200,surge,4.7974,4.7972,4.8022,0.0004
90deg,HL11,2,0.8300,2.4200,sway,-17.9470,-17.9466,-17.9104,0.0035
90deg,HL11,2,0.8300,2.4200,heave,-0.0002,-0.0007,0.0024,0.0003
90deg,HL11,2,0.8300,2.4200,roll,-0.0151,-0.0140,0.0439,0.0028
90deg,HL11,2,0.8300,2.4200,pitch,0.0000,0.0000,0.0010,0.0001
90deg,HL11,2,0.8300,2.4200,yaw,-0.0042,-0.0042,-0.0005,0.0004
90deg,HL11,3,1.1700,2.8700,surge,4.7966,4.7960,4.8088,0.0020
90deg,HL11,3,1.1700,2.8700,sway,-17.9370,-17.9369,-17.8546,0.0051
90deg,HL11,3,1.1700,2.8700,heave,-0.0013,-0.0017,0.0049,0.0003
90deg,HL11,3,1.1700,2.8700,roll,0.0105,0.0111,0.1195,0.0082
