Excitation Force 1.surge heading 135.0º phase
ω [rad/s];Fexₚₕ₁ tanker(Wm.o) [rad]
0.300000014666746;-1.37881010907552
0.349999961406977;-1.2915436464758
0.400000083217654;-1.18682389135614
0.450000129429741;-0.994837673636768
0.500000024444576;-0.575958653158129
0.550000158191906;0.453785605518526
0.600000315812554;1.32645023151569
0.650000062813167;1.67551608191456
0.700000078785798;1.88495559215388
0.750000036666864;2.0943951023932
0.800000064576116;2.40855436775217
0.850000082140296;2.93215314335047
0.900000129943923;-2.42600766027212
0.950000182522204;-1.60570291183478
1.00000004888915;-0.977384381116825
1.0500000011998;-0.349065850398866
1.09999993122876;0.383972435438752
1.14999987319435;1.34390352403563
1.19999994407542;2.40855436775217
1.24999981243187;-3.05432619099008
1.29999985665448;-2.11184839491314
1.34999980816937;-0.890117918517108
1.39999984562791;0.139626340159546
1.44999974780478;1.23918376891597
1.49999971523516;2.53072741539178
1.54999959473247;-2.54818070791172
1.59999951799738;-1.25663706143592
1.64999960797701;0.174532925199433
1.69999924436534;1.46607657167524
1.74999931962311;3.03687289847013
1.79999922856411;-1.88495559215388
1.84999911880442;-0.226892802759263
1.89999921594597;1.23918376891597
1.94999897806668;2.94960643587042
1.99999914284901;-1.71042266695444
2.04999895828657;0.0174532925199433
2.09999930052653;1.72787595947439
2.14999909567183;-2.72271363311115
2.19999947730268;-0.977384381116825
2.24999903570513;0.942477796076938
2.29999890445955;2.79252680319093
2.34999901154827;-1.5707963267949
2.39999897141881;0.471238898038469
2.44999850157145;2.42600766027212
2.49999912750478;-1.76278254451427
2.54999921151609;0.349065850398866
2.59999863742224;2.460914245312
2.64999812619473;-1.5707963267949
