Excitation Force 1.roll heading 135.0º phase
ω [rad/s];Fexₚₕ₄ tanker(Wm.o) [rad]
0.300000014666746;-2.44346095279206
0.349999961406977;-2.65290046303138
0.400000083217654;-2.94960643587042
0.450000129429741;2.72271363311115
0.500000024444576;1.62315620435473
0.550000158191906;0.925024503556995
0.600000315812554;0.593411945678072
0.650000062813167;0.366519142918809
0.700000078785798;0.15707963267949
0.750000036666864;-0.139626340159546
0.800000064576116;-0.820304748437335
0.850000082140296;-1.88495559215388
0.900000129943923;-2.39110107523223
0.950000182522204;-2.65290046303138
1.00000004888915;-2.94960643587042
1.0500000011998;2.47836753783195
1.09999993122876;1.11701072127637
1.14999987319435;0.820304748437335
1.19999994407542;0.663225115757845
1.24999981243187;-0.471238898038469
1.29999985665448;-2.04203522483337
1.34999980816937;-2.12930168743308
1.39999984562791;-2.12930168743308
1.44999974780478;1.13446401379631
1.49999971523516;1.22173047639603
1.54999959473247;2.82743338823081
1.59999951799738;-1.98967534727354
1.64999960797701;-1.5707963267949
1.69999924436534;0.942477796076938
1.74999931962311;1.41371669411541
1.79999922856411;-2.51327412287183
1.84999911880442;-1.76278254451427
1.89999921594597;0.261799387799149
1.94999897806668;1.39626340159546
1.99999914284901;-2.89724655831059
2.04999895828657;-1.67551608191456
2.09999930052653;0.645771823237902
2.14999909567183;1.60570291183478
2.19999947730268;-2.04203522483337
2.24999903570513;-1.27409035395586
2.29999890445955;1.48352986419518
2.34999901154827;2.77507351067098
2.39999897141881;-1.36135681655558
2.44999850157145;1.43116998663535
2.49999912750478;2.26892802759263
2.54999921151609;-1.25663706143592
2.59999863742224;1.37881010907552
2.64999812619473;2.44346095279206
