Excitation Force 1.pitch heading 135.0º phase
ω [rad/s];Fexₚₕ₅ tanker(Wm.o) [rad]
0.300000014666746;-1.32645023151569
0.349999961406977;-1.27409035395586
0.400000083217654;-1.22173047639603
0.450000129429741;-1.18682389135614
0.500000024444576;-1.13446401379631
0.550000158191906;-1.06465084371654
0.600000315812554;-0.959931088596881
0.650000062813167;-0.349065850398866
0.700000078785798;1.85004900711399
0.750000036666864;2.04203522483337
0.800000064576116;2.16420827247297
0.850000082140296;2.30383461263252
0.900000129943923;2.58308729295161
0.950000182522204;-2.14675497995303
1.00000004888915;-0.942477796076938
1.0500000011998;-0.645771823237902
1.09999993122876;-0.418879020478639
1.14999987319435;0.506145483078356
1.19999994407542;2.60054058547155
1.24999981243187;2.82743338823081
1.29999985665448;-3.05432619099008
1.34999980816937;-0.506145483078356
1.39999984562791;-0.10471975511966
1.44999974780478;0.488692190558412
1.49999971523516;2.79252680319093
1.54999959473247;-2.96705972839036
1.59999951799738;-1.34390352403563
1.64999960797701;0
1.69999924436534;0.925024503556995
1.74999931962311;3.00196631343025
1.79999922856411;-2.44346095279206
1.84999911880442;-0.244346095279206
1.89999921594597;0.698131700797732
1.94999897806668;2.91469985083053
1.99999914284901;-2.30383461263252
2.04999895828657;-0.0523598775598299
2.09999930052653;1.15191730631626
2.14999909567183;-2.89724655831059
2.19999947730268;-1.41371669411541
2.24999903570513;0.628318530717959
2.29999890445955;2.68780704807127
2.34999901154827;-2.00712863979348
2.39999897141881;0.401425727958696
2.44999850157145;2.04203522483337
2.49999912750478;-2.05948851735331
2.54999921151609;0.331612557878923
2.59999863742224;2.05948851735331
2.64999812619473;-1.88495559215388
