Excitation Force 1.sway heading 135.0º phase
ω [rad/s];Fexₚₕ₂ tanker(Wm.o) [rad]
0.300000014666746;1.08210413623648
0.349999961406977;0.977384381116825
0.400000083217654;0.855211333477221
0.450000129429741;0.610865238198015
0.500000024444576;-0.296705972839036
0.550000158191906;-1.53588974175501
0.600000315812554;-1.83259571459405
0.650000062813167;-1.91986217719376
0.700000078785798;-1.93731546971371
0.750000036666864;-1.91986217719376
0.800000064576116;-1.88495559215388
0.850000082140296;1.34390352403563
0.900000129943923;1.41371669411541
0.950000182522204;1.53588974175501
1.00000004888915;1.71042266695444
1.0500000011998;2.28638132011257
1.09999993122876;-2.00712863979348
1.14999987319435;-1.46607657167524
1.19999994407542;-1.01229096615671
1.24999981243187;0.226892802759263
1.29999985665448;1.55334303427495
1.34999980816937;2.2165681500328
1.39999984562791;-2.80998009571087
1.44999974780478;-1.46607657167524
1.49999971523516;-0.541052068118242
1.54999959473247;0.959931088596881
1.59999951799738;2.16420827247297
1.64999960797701;-2.82743338823081
1.69999924436534;-1.30899693899575
1.74999931962311;-0.0174532925199433
1.79999922856411;1.62315620435473
1.84999911880442;3.00196631343025
1.89999921594597;-1.55334303427495
1.94999897806668;-0.0872664625997165
1.99999914284901;1.71042266695444
2.04999895828657;-3.01941960595019
2.09999930052653;-1.1693705988362
2.14999909567183;0.523598775598299
2.19999947730268;2.37364778271229
2.24999903570513;-2.02458193231342
2.29999890445955;-0.244346095279206
2.34999901154827;1.83259571459405
2.39999897141881;-2.63544717051144
2.44999850157145;-0.541052068118242
2.49999912750478;1.55334303427495
2.54999921151609;-2.75762021815104
2.59999863742224;-0.488692190558412
2.64999812619473;1.71042266695444
