Excitation Force 1.heave heading 135.0º phase
ω [rad/s];Fexₚₕ₃ tanker(Wm.o) [rad]
0.300000014666746;0.244346095279206
0.349999961406977;0.331612557878923
0.400000083217654;0.453785605518526
0.450000129429741;0.663225115757845
0.500000024444576;1.85004900711399
0.550000158191906;-2.96705972839036
0.600000315812554;-2.77507351067098
0.650000062813167;-2.65290046303138
0.700000078785798;-2.53072741539178
0.750000036666864;-2.3387411976724
0.800000064576116;-1.85004900711399
0.850000082140296;-0.0872664625997165
0.900000129943923;0.506145483078356
0.950000182522204;0.802851455917391
1.00000004888915;1.09955742875643
1.0500000011998;1.88495559215388
1.09999993122876;-2.40855436775217
1.14999987319435;-2.04203522483337
1.19999994407542;-1.74532925199433
1.24999981243187;0.10471975511966
1.29999985665448;1.20427718387609
1.34999980816937;1.58824961931484
1.39999984562791;2.9845130209103
1.44999974780478;-1.79768912955416
1.49999971523516;-1.23918376891597
1.54999959473247;0.645771823237902
1.59999951799738;1.65806278939461
1.64999960797701;2.79252680319093
1.69999924436534;-1.71042266695444
1.74999931962311;-0.767944870877505
1.79999922856411;1.27409035395586
1.84999911880442;2.25147473507268
1.89999921594597;-1.93731546971371
1.94999897806668;-0.820304748437335
1.99999914284901;1.30899693899575
2.04999895828657;2.54818070791172
2.09999930052653;-1.55334303427495
2.14999909567183;-0.191986217719376
2.19999947730268;1.95476876223365
2.24999903570513;-2.56563400043166
2.29999890445955;-0.733038285837618
2.34999901154827;1.51843644923507
2.39999897141881;3.07177948351002
2.44999850157145;-0.855211333477222
2.49999912750478;1.15191730631626
2.54999921151609;3.03687289847013
2.59999863742224;-0.802851455917392
2.64999812619473;1.30899693899575
