Excitation Force 1.heave heading 0.0º phase
ω [rad/s];Fexₚₕ₃ tanker(Wm.o) [rad]
0.300000014666746;0.785398163397448
0.349999961406977;2.14675497995303
0.400000083217654;-2.70526034059121
0.450000129429741;-2.3387411976724
0.500000024444576;-2.04203522483337
0.550000158191906;-1.65806278939461
0.600000315812554;-0.890117918517108
0.650000062813167;0.296705972839036
0.700000078785798;1.09955742875643
0.750000036666864;1.72787595947439
0.800000064576116;2.54818070791172
0.850000082140296;-2.63544717051144
0.900000129943923;-1.6929693744345
0.950000182522204;-0.733038285837618
1.00000004888915;0.541052068118242
1.0500000011998;1.67551608191456
1.09999993122876;2.93215314335047
1.14999987319435;-1.85004900711399
1.19999994407542;-0.558505360638185
1.24999981243187;1.11701072127637
1.29999985665448;2.60054058547155
1.34999980816937;-1.93731546971371
1.39999984562791;-0.261799387799149
1.44999974780478;1.5707963267949
1.49999971523516;-2.8623399732707
1.54999959473247;-0.925024503556995
1.59999951799738;1.11701072127637
1.64999960797701;-3.14159265358979
1.69999924436534;-0.959931088596881
1.74999931962311;1.22173047639603
1.79999922856411;-2.80998009571087
1.84999911880442;-0.471238898038469
1.89999921594597;1.91986217719376
1.94999897806668;-1.90240888467382
1.99999914284901;0.593411945678072
2.04999895828657;-3.10668606854991
2.09999930052653;-0.453785605518526
2.14999909567183;2.26892802759263
2.19999947730268;-1.25663706143592
2.24999903570513;1.58824961931484
2.29999890445955;-1.79768912955416
2.34999901154827;1.1693705988362
2.39999897141881;-2.07694180987325
2.44999850157145;1.01229096615671
2.49999912750478;-2.11184839491314
2.54999921151609;1.09955742875643
2.59999863742224;-1.90240888467382
2.64999812619473;1.44862327915529
