Excitation Force 1.pitch heading 0.0º phase
ω [rad/s];Fexₚₕ₅ tanker(Wm.o) [rad]
0.300000014666746;2.07694180987325
0.349999961406977;2.30383461263252
0.400000083217654;2.60054058547155
0.450000129429741;-3.01941960595019
0.500000024444576;-1.72787595947439
0.550000158191906;-0.959931088596881
0.600000315812554;-0.471238898038469
0.650000062813167;0.0523598775598299
0.700000078785798;0.837758040957278
0.750000036666864;1.90240888467382
0.800000064576116;2.75762021815104
0.850000082140296;-2.7401669256311
0.900000129943923;-1.6929693744345
0.950000182522204;-0.558505360638185
1.00000004888915;0.453785605518526
1.0500000011998;1.72787595947439
1.09999993122876;3.03687289847013
1.14999987319435;-1.98967534727354
1.19999994407542;-0.401425727958696
1.24999981243187;0.994837673636768
1.29999985665448;2.68780704807127
1.34999980816937;-2.00712863979348
1.39999984562791;-0.20943951023932
1.44999974780478;1.53588974175501
1.49999971523516;-2.84488668075076
1.54999959473247;-0.907571211037051
1.59999951799738;1.06465084371654
1.64999960797701;-3.10668606854991
1.69999924436534;-0.994837673636768
1.74999931962311;1.20427718387609
1.79999922856411;-2.79252680319093
1.84999911880442;-0.488692190558412
1.89999921594597;1.90240888467382
1.94999897806668;-1.91986217719376
1.99999914284901;0.593411945678072
2.04999895828657;-3.08923277602996
2.09999930052653;-0.453785605518526
2.14999909567183;2.25147473507268
2.19999947730268;-1.25663706143592
2.24999903570513;1.5707963267949
2.29999890445955;-1.8151424220741
2.34999901154827;1.1693705988362
2.39999897141881;-2.0943951023932
2.44999850157145;1.01229096615671
2.49999912750478;-2.12930168743308
2.54999921151609;1.09955742875643
2.59999863742224;-1.90240888467382
2.64999812619473;1.44862327915529
