Excitation Force 1.yaw heading 180.0º phase
ω [rad/s];Fexₚₕ₆ tanker(Wm.o) [rad]
0.300000014666746;2.93215314335047
0.349999961406977;2.80998009571087
0.400000083217654;2.67035375555132
0.450000129429741;2.44346095279206
0.500000024444576;1.83259571459405
0.550000158191906;0.453785605518526
0.600000315812554;-0.0523598775598299
0.650000062813167;-0.279252680319093
0.700000078785798;-0.506145483078356
0.750000036666864;-1.08210413623648
0.800000064576116;-2.79252680319093
0.850000082140296;3.03687289847013
0.900000129943923;2.75762021815104
0.950000182522204;1.44862327915529
1.00000004888915;-0.0349065850398866
1.0500000011998;-0.296705972839036
1.09999993122876;-2.7401669256311
1.14999987319435;2.91469985083053
1.19999994407542;2.67035375555132
1.24999981243187;-0.349065850398866
1.29999985665448;-0.349065850398866
1.34999980816937;2.63544717051144
1.39999984562791;3.08923277602996
1.44999974780478;-0.663225115757845
1.49999971523516;1.20427718387609
1.54999959473247;2.460914245312
1.59999951799738;-1.51843644923507
1.64999960797701;-0.0872664625997165
1.69999924436534;1.74532925199433
1.74999931962311;-1.97222205475359
1.79999922856411;-0.767944870877505
1.84999911880442;1.39626340159546
1.89999921594597;-1.98967534727354
1.94999897806668;0.750491578357562
1.99999914284901;1.53588974175501
2.04999895828657;-2.0943951023932
2.09999930052653;0.750491578357562
2.14999909567183;-2.7401669256311
2.19999947730268;-0.15707963267949
2.24999903570513;1.64060949687467
2.29999890445955;-2.32128790515246
2.34999901154827;0.471238898038469
2.39999897141881;-2.94960643587042
2.44999850157145;-0.0698131700797732
2.49999912750478;2.8623399732707
2.54999921151609;-0.383972435438753
2.59999863742224;2.70526034059121
2.64999812619473;-0.488692190558412
