Excitation Force 1.surge heading 180.0º phase
ω [rad/s];Fexₚₕ₁ tanker(Wm.o) [rad]
0.300000014666746;-1.25663706143592
0.349999961406977;-0.767944870877505
0.400000083217654;0.488692190558412
0.450000129429741;1.09955742875643
0.500000024444576;1.37881010907552
0.550000158191906;1.64060949687467
0.600000315812554;1.95476876223365
0.650000062813167;2.49582083035189
0.700000078785798;-2.89724655831059
0.750000036666864;-2.16420827247297
0.800000064576116;-1.58824961931484
0.850000082140296;-0.977384381116825
0.900000129943923;-0.139626340159546
0.950000182522204;0.837758040957278
1.00000004888915;1.74532925199433
1.0500000011998;2.67035375555132
1.09999993122876;-2.42600766027212
1.14999987319435;-1.20427718387609
1.19999994407542;0.0174532925199433
1.24999981243187;1.5707963267949
1.29999985665448;2.9845130209103
1.34999980816937;-1.58824961931484
1.39999984562791;0.0349065850398866
1.44999974780478;1.71042266695444
1.49999971523516;-2.87979326579064
1.54999959473247;-1.1693705988362
1.59999951799738;0.645771823237902
1.64999960797701;2.39110107523223
1.69999924436534;-1.8151424220741
1.74999931962311;0.191986217719376
1.79999922856411;2.28638132011257
1.84999911880442;-1.72787595947439
1.89999921594597;0.575958653158129
1.94999897806668;2.77507351067098
1.99999914284901;-1.2915436464758
2.04999895828657;1.02974425867665
2.09999930052653;-2.79252680319093
2.14999909567183;-0.261799387799149
2.19999947730268;2.37364778271229
2.24999903570513;-1.27409035395586
2.29999890445955;1.37881010907552
2.34999901154827;-2.2165681500328
2.39999897141881;0.523598775598299
2.44999850157145;-2.89724655831059
2.49999912750478;0.0872664625997165
2.54999921151609;3.14159265358979
2.59999863742224;-0.0872664625997165
2.64999812619473;2.94960643587042
