Excitation Force 1.sway heading 180.0º phase
ω [rad/s];Fexₚₕ₂ tanker(Wm.o) [rad]
0.300000014666746;0.977384381116825
0.349999961406977;0.628318530717959
0.400000083217654;-0.645771823237902
0.450000129429741;-1.51843644923507
0.500000024444576;-1.78023583703422
0.550000158191906;-1.95476876223365
0.600000315812554;-2.16420827247297
0.650000062813167;-2.7401669256311
0.700000078785798;1.98967534727354
0.750000036666864;1.50098315671512
0.800000064576116;1.27409035395586
0.850000082140296;0.890117918517108
0.900000129943923;-1.2915436464758
0.950000182522204;-1.71042266695444
1.00000004888915;-1.90240888467382
1.0500000011998;1.60570291183478
1.09999993122876;1.34390352403563
1.14999987319435;1.20427718387609
1.19999994407542;-1.90240888467382
1.24999981243187;-1.93731546971371
1.29999985665448;1.11701072127637
1.34999980816937;1.23918376891597
1.39999984562791;-2.11184839491314
1.44999974780478;-1.08210413623648
1.49999971523516;0.959931088596881
1.54999959473247;2.96705972839036
1.59999951799738;-2.04203522483337
1.64999960797701;0.0349065850398866
1.69999924436534;2.04203522483337
1.74999931962311;-2.93215314335047
1.79999922856411;-0.349065850398866
1.84999911880442;2.40855436775217
1.89999921594597;-3.08923277602996
1.94999897806668;-0.296705972839036
1.99999914284901;2.54818070791172
2.04999895828657;-1.22173047639603
2.09999930052653;0.174532925199433
2.14999909567183;2.49582083035189
2.19999947730268;-1.01229096615671
2.24999903570513;1.95476876223365
2.29999890445955;-1.34390352403563
2.34999901154827;1.51843644923507
2.39999897141881;-2.02458193231342
2.44999850157145;0.610865238198015
2.49999912750478;-3.03687289847013
2.54999921151609;-0.0872664625997164
2.59999863742224;-2.65290046303138
2.64999812619473;0.453785605518526
