Excitation Force 1.heave heading 180.0º phase
ω [rad/s];Fexₚₕ₃ tanker(Wm.o) [rad]
0.300000014666746;0.244346095279206
0.349999961406977;1.2915436464758
0.400000083217654;2.80998009571087
0.450000129429741;3.08923277602996
0.500000024444576;-3.01941960595019
0.550000158191906;-2.80998009571087
0.600000315812554;-2.30383461263252
0.650000062813167;-0.925024503556995
0.700000078785798;-0.20943951023932
0.750000036666864;0.174532925199433
0.800000064576116;0.645771823237902
0.850000082140296;1.88495559215388
0.900000129943923;2.87979326579064
0.950000182522204;-2.89724655831059
1.00000004888915;-2.02458193231342
1.0500000011998;-0.506145483078356
1.09999993122876;0.15707963267949
1.14999987319435;1.34390352403563
1.19999994407542;2.79252680319093
1.24999981243187;-2.60054058547155
1.29999985665448;-0.750491578357562
1.34999980816937;0.279252680319093
1.39999984562791;2.19911485751286
1.44999974780478;-2.75762021815104
1.49999971523516;-0.872664625997165
1.54999959473247;0.977384381116825
1.59999951799738;2.53072741539178
1.64999960797701;-1.55334303427495
1.69999924436534;0.0698131700797732
1.74999931962311;2.05948851735331
1.79999922856411;-1.97222205475359
1.84999911880442;0.0174532925199433
1.89999921594597;1.98967534727354
1.94999897806668;-1.83259571459405
1.99999914284901;0.715584993317675
2.04999895828657;2.96705972839036
2.09999930052653;-1.13446401379631
2.14999909567183;1.36135681655558
2.19999947730268;-2.25147473507268
2.24999903570513;0.488692190558412
2.29999890445955;-3.00196631343025
2.34999901154827;-0.191986217719376
2.39999897141881;2.61799387799149
2.44999850157145;-0.802851455917391
2.49999912750478;2.0943951023932
2.54999921151609;-1.18682389135614
2.59999863742224;1.91986217719376
2.64999812619473;-1.11701072127637
