Excitation Force 1.pitch heading 180.0º phase
ω [rad/s];Fexₚₕ₅ tanker(Wm.o) [rad]
0.300000014666746;-1.50098315671512
0.349999961406977;-1.44862327915529
0.400000083217654;-1.37881010907552
0.450000129429741;-1.08210413623648
0.500000024444576;0.698131700797732
0.550000158191906;1.36135681655558
0.600000315812554;1.58824961931484
0.650000062813167;1.79768912955416
0.700000078785798;2.25147473507268
0.750000036666864;-2.61799387799149
0.800000064576116;-1.79768912955416
0.850000082140296;-1.41371669411541
0.900000129943923;-0.820304748437335
0.950000182522204;0.750491578357562
1.00000004888915;1.50098315671512
1.0500000011998;2.05948851735331
1.09999993122876;-2.51327412287183
1.14999987319435;-1.65806278939461
1.19999994407542;-0.663225115757845
1.24999981243187;1.06465084371654
1.29999985665448;1.95476876223365
1.34999980816937;-2.37364778271229
1.39999984562791;-1.27409035395586
1.44999974780478;0.680678408277788
1.49999971523516;2.2165681500328
1.54999959473247;-2.3387411976724
1.59999951799738;-0.226892802759263
1.64999960797701;1.20427718387609
1.69999924436534;-2.87979326579064
1.74999931962311;-0.837758040957278
1.79999922856411;0.890117918517108
1.84999911880442;-3.14159265358979
1.89999921594597;-0.733038285837618
1.94999897806668;1.34390352403563
1.99999914284901;-2.84488668075076
2.04999895828657;-0.296705972839036
2.09999930052653;2.35619449019234
2.14999909567183;-1.39626340159546
2.19999947730268;0.994837673636768
2.24999903570513;-2.87979326579064
2.29999890445955;-0.261799387799149
2.34999901154827;2.54818070791172
2.39999897141881;-0.855211333477222
2.44999850157145;2.07694180987325
2.49999912750478;-1.23918376891597
2.54999921151609;1.76278254451427
2.59999863742224;-1.44862327915529
2.64999812619473;1.67551608191456
